predictor,horizon,budget,bundle,samples,recall,precision,full_step_pct,pred_over_actual_bytes,predicted_gib_per_token,useful_gib_per_token,waste_gib_per_token
previous_same_layer,2,12,down,12586,0.3239,0.3346,0.0005,0.9677,2.8653,0.9525,1.9128
previous_same_layer,2,16,all,12586,0.3239,0.3346,0.0005,0.9677,7.1289,2.3789,4.7501
previous_same_layer,2,16,upgate,12586,0.3239,0.3346,0.0005,0.9677,4.2636,1.4263,2.8373
previous_same_layer,2,16,down,12586,0.3239,0.3346,0.0005,0.9677,2.8653,0.9525,1.9128
previous_same_layer,2,24,all,12586,0.3239,0.3346,0.0005,0.9677,7.1289,2.3789,4.7501
previous_same_layer,2,24,upgate,12586,0.3239,0.3346,0.0005,0.9677,4.2636,1.4263,2.8373
previous_same_layer,2,24,down,12586,0.3239,0.3346,0.0005,0.9677,2.8653,0.9525,1.9128
previous_same_layer,2,32,all,12586,0.3239,0.3346,0.0005,0.9677,7.1289,2.3789,4.7501
previous_same_layer,2,32,upgate,12586,0.3239,0.3346,0.0005,0.9677,4.2636,1.4263,2.8373
previous_same_layer,2,32,down,12586,0.3239,0.3346,0.0005,0.9677,2.8653,0.9525,1.9128
previous_same_layer,2,48,all,12586,0.3239,0.3346,0.0005,0.9677,7.1289,2.3789,4.7501
previous_same_layer,2,48,upgate,12586,0.3239,0.3346,0.0005,0.9677,4.2636,1.4263,2.8373
previous_same_layer,2,48,down,12586,0.3239,0.3346,0.0005,0.9677,2.8653,0.9525,1.9128
previous_same_layer,2,64,all,12586,0.3239,0.3346,0.0005,0.9677,7.1289,2.3789,4.7501
previous_same_layer,2,64,upgate,12586,0.3239,0.3346,0.0005,0.9677,4.2636,1.4263,2.8373
previous_same_layer,2,64,down,12586,0.3239,0.3346,0.0005,0.9677,2.8653,0.9525,1.9128
previous_same_layer,1,8,all,12803,0.3235,0.3343,0.0005,0.9677,7.2555,2.4182,4.8372
previous_same_layer,1,8,upgate,12803,0.3235,0.3343,0.0005,0.9677,4.3447,1.4516,2.8931
previous_same_layer,1,8,down,12803,0.3235,0.3343,0.0005,0.9677,2.9108,0.9667,1.9441
previous_same_layer,1,12,all,12803,0.3235,0.3343,0.0005,0.9677,7.2555,2.4182,4.8372
previous_same_layer,1,12,upgate,12803,0.3235,0.3343,0.0005,0.9677,4.3447,1.4516,2.8931
previous_same_layer,1,12,down,12803,0.3235,0.3343,0.0005,0.9677,2.9108,0.9667,1.9441
previous_same_layer,1,16,all,12803,0.3235,0.3343,0.0005,0.9677,7.2555,2.4182,4.8372
previous_same_layer,1,16,upgate,12803,0.3235,0.3343,0.0005,0.9677,4.3447,1.4516,2.8931
previous_same_layer,1,16,down,12803,0.3235,0.3343,0.0005,0.9677,2.9108,0.9667,1.9441
previous_same_layer,1,24,all,12803,0.3235,0.3343,0.0005,0.9677,7.2555,2.4182,4.8372
previous_same_layer,1,24,upgate,12803,0.3235,0.3343,0.0005,0.9677,4.3447,1.4516,2.8931
previous_same_layer,1,24,down,12803,0.3235,0.3343,0.0005,0.9677,2.9108,0.9667,1.9441
previous_same_layer,1,32,all,12803,0.3235,0.3343,0.0005,0.9677,7.2555,2.4182,4.8372
previous_same_layer,1,32,upgate,12803,0.3235,0.3343,0.0005,0.9677,4.3447,1.4516,2.8931
previous_same_layer,1,32,down,12803,0.3235,0.3343,0.0005,0.9677,2.9108,0.9667,1.9441
previous_same_layer,1,48,all,12803,0.3235,0.3343,0.0005,0.9677,7.2555,2.4182,4.8372
previous_same_layer,1,48,upgate,12803,0.3235,0.3343,0.0005,0.9677,4.3447,1.4516,2.8931
previous_same_layer,1,48,down,12803,0.3235,0.3343,0.0005,0.9677,2.9108,0.9667,1.9441
previous_same_layer,1,64,all,12803,0.3235,0.3343,0.0005,0.9677,7.2555,2.4182,4.8372
previous_same_layer,1,64,upgate,12803,0.3235,0.3343,0.0005,0.9677,4.3447,1.4516,2.8931
previous_same_layer,1,64,down,12803,0.3235,0.3343,0.0005,0.9677,2.9108,0.9667,1.9441
recent_lfu,4,8,all,12152,0.3146,0.3251,0.0000,0.9677,6.8652,2.2268,4.6383
recent_lfu,4,8,upgate,12152,0.3146,0.3251,0.0000,0.9677,4.1016,1.3328,2.7688
recent_lfu,4,8,down,12152,0.3146,0.3251,0.0000,0.9677,2.7636,0.8941,1.8695
recent_lfu,3,8,all,12369,0.3133,0.3238,0.0000,0.9677,7.0024,2.2613,4.7411
recent_lfu,3,8,upgate,12369,0.3133,0.3238,0.0000,0.9677,4.1826,1.3531,2.8295
recent_lfu,3,8,down,12369,0.3133,0.3238,0.0000,0.9677,2.8198,0.9082,1.9116
recent_lfu,1,8,all,12803,0.3125,0.3229,0.0000,0.9677,7.2555,2.3365,4.9190
recent_lfu,1,8,upgate,12803,0.3125,0.3229,0.0000,0.9677,4.3447,1.4013,2.9434
recent_lfu,1,8,down,12803,0.3125,0.3229,0.0000,0.9677,2.9108,0.9352,1.9756
recent_lfu,2,8,all,12586,0.3124,0.3228,0.0000,0.9677,7.1289,2.2947,4.8342
recent_lfu,2,8,upgate,12586,0.3124,0.3228,0.0000,0.9677,4.2636,1.3745,2.8891
recent_lfu,2,8,down,12586,0.3124,0.3228,0.0000,0.9677,2.8653,0.9202,1.9451
global_hot,3,32,all,12369,0.2936,0.0734,0.0006,4.0000,28.9434,2.1242,26.8192
global_hot,3,32,upgate,12369,0.2936,0.0734,0.0006,4.0000,17.2881,1.2631,16.0250
global_hot,3,32,down,12369,0.2936,0.0734,0.0006,4.0000,11.6553,0.8610,10.7942
global_hot,1,32,all,12803,0.2934,0.0733,0.0005,4.0000,29.9893,2.1990,27.7902
global_hot,1,32,upgate,12803,0.2934,0.0733,0.0005,4.0000,17.9580,1.3111,16.6469
global_hot,1,32,down,12803,0.2934,0.0733,0.0005,4.0000,12.0312,0.8880,11.1433
global_hot,4,32,all,12152,0.2933,0.0733,0.0006,4.0000,28.3760,2.0799,26.2961
global_hot,4,32,upgate,12152,0.2933,0.0733,0.0006,4.0000,16.9531,1.2370,15.7162
global_hot,4,32,down,12152,0.2933,0.0733,0.0006,4.0000,11.4229,0.8429,10.5799
global_hot,2,32,all,12586,0.2932,0.0733,0.0006,4.0000,29.4663,2.1593,27.3071
global_hot,2,32,upgate,12586,0.2932,0.0733,0.0006,4.0000,17.6230,1.2856,16.3375
global_hot,2,32,down,12586,0.2932,0.0733,0.0006,4.0000,11.8433,0.8737,10.9696
cooc,1,16,all,12803,0.2893,0.1447,0.0032,2.0000,14.9946,2.1676,12.8270
cooc,1,16,upgate,12803,0.2893,0.1447,0.0032,2.0000,8.9790,1.2914,7.6876
cooc,1,16,down,12803,0.2893,0.1447,0.0032,2.0000,6.0156,0.8762,5.1394
cooc,2,16,all,12586,0.2876,0.1438,0.0026,2.0000,14.7332,2.1164,12.6167
cooc,2,16,upgate,12586,0.2876,0.1438,0.0026,2.0000,8.8115,1.2585,7.5530
cooc,2,16,down,12586,0.2876,0.1438,0.0026,2.0000,5.9216,0.8579,5.0637
cooc,3,16,all,12369,0.2850,0.1425,0.0022,2.0000,14.4717,2.0594,12.4123
cooc,3,16,upgate,12369,0.2850,0.1425,0.0022,2.0000,8.6440,1.2231,7.4209
cooc,3,16,down,12369,0.2850,0.1425,0.0022,2.0000,5.8276,0.8362,4.9914
cooc,4,16,all,12152,0.2849,0.1424,0.0024,2.0000,14.1880,2.0177,12.1702
cooc,4,16,upgate,12152,0.2849,0.1424,0.0024,2.0000,8.4766,1.1984,7.2782
cooc,4,16,down,12152,0.2849,0.1424,0.0024,2.0000,5.7114,0.8194,4.8921
cooc,1,12,all,12803,0.2543,0.1695,0.0009,1.5000,11.2460,1.9045,9.3415
cooc,1,12,upgate,12803,0.2543,0.1695,0.0009,1.5000,6.7343,1.1344,5.5999
cooc,1,12,down,12803,0.2543,0.1695,0.0009,1.5000,4.5117,0.7701,3.7416
cooc,2,12,all,12586,0.2534,0.1689,0.0010,1.5000,11.0499,1.8639,9.1859
cooc,2,12,upgate,12586,0.2534,0.1689,0.0010,1.5000,6.6086,1.1079,5.5007
cooc,2,12,down,12586,0.2534,0.1689,0.0010,1.5000,4.4412,0.7560,3.6852
global_hot,3,24,all,12369,0.2530,0.0843,0.0001,3.0000,21.7075,1.8289,19.8786
global_hot,3,24,upgate,12369,0.2530,0.0843,0.0001,3.0000,12.9661,1.0869,11.8792
global_hot,3,24,down,12369,0.2530,0.0843,0.0001,3.0000,8.7415,0.7420,7.9994
global_hot,4,24,all,12152,0.2529,0.0843,0.0001,3.0000,21.2820,1.7926,19.4894
global_hot,4,24,upgate,12152,0.2529,0.0843,0.0001,3.0000,12.7148,1.0654,11.6494
global_hot,4,24,down,12152,0.2529,0.0843,0.0001,3.0000,8.5671,0.7271,7.8400
global_hot,1,24,all,12803,0.2528,0.0843,0.0001,3.0000,22.4919,1.8935,20.5984
global_hot,1,24,upgate,12803,0.2528,0.0843,0.0001,3.0000,13.4685,1.1283,12.3402
global_hot,1,24,down,12803,0.2528,0.0843,0.0001,3.0000,9.0234,0.7653,8.2582
global_hot,2,24,all,12586,0.2527,0.0842,0.0001,3.0000,22.0997,1.8602,20.2395
global_hot,2,24,upgate,12586,0.2527,0.0842,0.0001,3.0000,13.2173,1.1069,12.1103
global_hot,2,24,down,12586,0.2527,0.0842,0.0001,3.0000,8.8824,0.7533,8.1291
cooc,4,12,all,12152,0.2507,0.1671,0.0008,1.5000,10.6410,1.7757,8.8653
cooc,4,12,upgate,12152,0.2507,0.1671,0.0008,1.5000,6.3574,1.0543,5.3032
cooc,4,12,down,12152,0.2507,0.1671,0.0008,1.5000,4.2836,0.7214,3.5621
cooc,3,12,all,12369,0.2506,0.1671,0.0009,1.5000,10.8538,1.8102,9.0436
cooc,3,12,upgate,12369,0.2506,0.1671,0.0009,1.5000,6.4830,1.0747,5.4083
cooc,3,12,down,12369,0.2506,0.1671,0.0009,1.5000,4.3707,0.7355,3.6353
cooc,1,8,all,12803,0.2097,0.2097,0.0001,1.0000,7.4973,1.5696,5.9277
cooc,1,8,upgate,12803,0.2097,0.2097,0.0001,1.0000,4.4895,0.9346,3.5549
cooc,1,8,down,12803,0.2097,0.2097,0.0001,1.0000,3.0078,0.6351,2.3727
cooc,2,8,all,12586,0.2086,0.2086,0.0000,1.0000,7.3666,1.5337,5.8329
cooc,2,8,upgate,12586,0.2086,0.2086,0.0000,1.0000,4.4058,0.9114,3.4944
cooc,2,8,down,12586,0.2086,0.2086,0.0000,1.0000,2.9608,0.6223,2.3386
cooc,3,8,all,12369,0.2068,0.2068,0.0000,1.0000,7.2358,1.4934,5.7424
cooc,3,8,upgate,12369,0.2068,0.2068,0.0000,1.0000,4.3220,0.8862,3.4358
cooc,3,8,down,12369,0.2068,0.2068,0.0000,1.0000,2.9138,0.6072,2.3066
cooc,4,8,all,12152,0.2056,0.2056,0.0000,1.0000,7.0940,1.4565,5.6375
cooc,4,8,upgate,12152,0.2056,0.2056,0.0000,1.0000,4.2383,0.8642,3.3741
cooc,4,8,down,12152,0.2056,0.2056,0.0000,1.0000,2.8557,0.5923,2.2634
global_hot,3,16,all,12369,0.2048,0.1024,0.0000,2.0000,14.4717,1.4806,12.9911
global_hot,3,16,upgate,12369,0.2048,0.1024,0.0000,2.0000,8.6440,0.8799,7.7642
global_hot,3,16,down,12369,0.2048,0.1024,0.0000,2.0000,5.8276,0.6008,5.2269
global_hot,4,16,all,12152,0.2046,0.1023,0.0000,2.0000,14.1880,1.4497,12.7383
global_hot,4,16,upgate,12152,0.2046,0.1023,0.0000,2.0000,8.4766,0.8616,7.6150
global_hot,4,16,down,12152,0.2046,0.1023,0.0000,2.0000,5.7114,0.5881,5.1233
global_hot,2,16,all,12586,0.2044,0.1022,0.0000,2.0000,14.7332,1.5038,13.2293
global_hot,2,16,upgate,12586,0.2044,0.1022,0.0000,2.0000,8.8115,0.8947,7.9168
global_hot,2,16,down,12586,0.2044,0.1022,0.0000,2.0000,5.9216,0.6091,5.3125
global_hot,1,16,all,12803,0.2042,0.1021,0.0000,2.0000,14.9946,1.5294,13.4653
global_hot,1,16,upgate,12803,0.2042,0.1021,0.0000,2.0000,8.9790,0.9111,8.0679
global_hot,1,16,down,12803,0.2042,0.1021,0.0000,2.0000,6.0156,0.6183,5.3973
global_hot,3,12,all,12369,0.1748,0.1165,0.0000,1.5000,10.8538,1.2630,9.5908
global_hot,3,12,upgate,12369,0.1748,0.1165,0.0000,1.5000,6.4830,0.7502,5.7328
global_hot,3,12,down,12369,0.1748,0.1165,0.0000,1.5000,4.3707,0.5128,3.8580
global_hot,4,12,all,12152,0.1745,0.1163,0.0000,1.5000,10.6410,1.2359,9.4051
global_hot,4,12,upgate,12152,0.1745,0.1163,0.0000,1.5000,6.3574,0.7342,5.6232
global_hot,4,12,down,12152,0.1745,0.1163,0.0000,1.5000,4.2836,0.5016,3.7819
global_hot,2,12,all,12586,0.1744,0.1163,0.0000,1.5000,11.0499,1.2830,9.7668
global_hot,2,12,upgate,12586,0.1744,0.1163,0.0000,1.5000,6.6086,0.7631,5.8456
global_hot,2,12,down,12586,0.1744,0.1163,0.0000,1.5000,4.4412,0.5200,3.9213
global_hot,1,12,all,12803,0.1742,0.1161,0.0000,1.5000,11.2460,1.3046,9.9414
global_hot,1,12,upgate,12803,0.1742,0.1161,0.0000,1.5000,6.7343,0.7769,5.9574
global_hot,1,12,down,12803,0.1742,0.1161,0.0000,1.5000,4.5117,0.5277,3.9840
global_hot,3,8,all,12369,0.1380,0.1380,0.0000,1.0000,7.2358,0.9967,6.2392
global_hot,3,8,upgate,12369,0.1380,0.1380,0.0000,1.0000,4.3220,0.5921,3.7299
global_hot,3,8,down,12369,0.1380,0.1380,0.0000,1.0000,2.9138,0.4046,2.5092
global_hot,2,8,all,12586,0.1377,0.1377,0.0000,1.0000,7.3666,1.0129,6.3537
global_hot,2,8,upgate,12586,0.1377,0.1377,0.0000,1.0000,4.4058,0.6025,3.8033
global_hot,2,8,down,12586,0.1377,0.1377,0.0000,1.0000,2.9608,0.4104,2.5504
global_hot,4,8,all,12152,0.1374,0.1374,0.0000,1.0000,7.0940,0.9724,6.1216
global_hot,4,8,upgate,12152,0.1374,0.1374,0.0000,1.0000,4.2383,0.5778,3.6605
global_hot,4,8,down,12152,0.1374,0.1374,0.0000,1.0000,2.8557,0.3946,2.4611
global_hot,1,8,all,12803,0.1371,0.1371,0.0000,1.0000,7.4973,1.0260,6.4713
global_hot,1,8,upgate,12803,0.1371,0.1371,0.0000,1.0000,4.4895,0.6109,3.8786
global_hot,1,8,down,12803,0.1371,0.1371,0.0000,1.0000,3.0078,0.4151,2.5927
