blk.35.ffn_up_exps.weight	229	8.946000	5	4456448
blk.21.ffn_up_exps.weight	94	8.944000	24	4456448
blk.1.ffn_up_exps.weight	212	8.924000	7	4456448
blk.0.ffn_up_exps.weight	50	8.899000	13	4456448
blk.16.ffn_down_exps.weight	36	8.883000	7	4456448
blk.0.ffn_down_exps.weight	240	8.873000	4	4456448
blk.0.ffn_up_exps.weight	107	8.847000	21	4456448
blk.23.ffn_up_exps.weight	60	8.837000	7	4456448
blk.0.ffn_down_exps.weight	57	8.817000	6	4456448
blk.19.ffn_up_exps.weight	211	8.809000	13	4456448
blk.21.ffn_down_exps.weight	75	8.794000	7	4456448
blk.35.ffn_down_exps.weight	84	8.792000	11	4456448
blk.3.ffn_up_exps.weight	22	8.780000	11	4456448
blk.13.ffn_up_exps.weight	106	8.779000	29	4456448
blk.10.ffn_down_exps.weight	193	8.777000	18	4456448
blk.1.ffn_up_exps.weight	191	8.775000	2	4456448
blk.6.ffn_up_exps.weight	152	8.767000	6	4456448
blk.0.ffn_down_exps.weight	156	8.740000	7	4456448
blk.21.ffn_up_exps.weight	17	8.735000	3	4456448
blk.14.ffn_up_exps.weight	181	8.724000	37	4456448
blk.2.ffn_up_exps.weight	223	8.712000	3	4456448
blk.1.ffn_down_exps.weight	159	8.704000	2	4456448
blk.20.ffn_up_exps.weight	116	8.698000	8	4456448
blk.8.ffn_down_exps.weight	115	8.671000	35	4456448
blk.5.ffn_down_exps.weight	130	8.663000	4	4456448
blk.3.ffn_down_exps.weight	116	8.646000	13	4456448
blk.1.ffn_down_exps.weight	220	8.638000	6	4456448
blk.13.ffn_up_exps.weight	54	8.633000	18	4456448
blk.0.ffn_up_exps.weight	205	8.632000	3	4456448
blk.21.ffn_up_exps.weight	247	8.607000	5	4456448
blk.19.ffn_down_exps.weight	251	8.605000	3	4456448
blk.1.ffn_up_exps.weight	208	8.593000	2	4456448
blk.14.ffn_down_exps.weight	235	8.593000	5	4456448
blk.7.ffn_up_exps.weight	13	8.580000	6	4456448
blk.1.ffn_down_exps.weight	158	8.568000	3	4456448
blk.33.ffn_up_exps.weight	230	8.557000	33	4456448
blk.9.ffn_up_exps.weight	236	8.548000	20	4456448
blk.2.ffn_up_exps.weight	23	8.535000	5	4456448
blk.0.ffn_down_exps.weight	43	8.528000	3	4456448
blk.0.ffn_down_exps.weight	148	8.510000	4	4456448
blk.4.ffn_up_exps.weight	57	8.490000	11	4456448
blk.35.ffn_up_exps.weight	255	8.486000	21	4456448
blk.0.ffn_down_exps.weight	152	8.480000	4	4456448
blk.30.ffn_down_exps.weight	120	8.441000	16	4456448
blk.13.ffn_down_exps.weight	91	8.415000	9	4456448
blk.2.ffn_up_exps.weight	210	8.364000	5	4456448
blk.2.ffn_up_exps.weight	40	8.364000	5	4456448
blk.38.ffn_down_exps.weight	247	8.351000	6	4456448
blk.2.ffn_down_exps.weight	205	8.335000	4	4456448
blk.2.ffn_up_exps.weight	205	8.326000	4	4456448
blk.36.ffn_up_exps.weight	133	8.324000	19	4456448
blk.5.ffn_up_exps.weight	203	8.322000	21	4456448
blk.4.ffn_down_exps.weight	57	8.315000	11	4456448
blk.0.ffn_up_exps.weight	57	8.300000	6	4456448
blk.16.ffn_down_exps.weight	139	8.281000	7	4456448
blk.17.ffn_down_exps.weight	61	8.257000	39	4456448
blk.22.ffn_up_exps.weight	239	8.256000	6	4456448
blk.0.ffn_down_exps.weight	107	8.223000	21	4456448
blk.13.ffn_down_exps.weight	29	8.216000	3	4456448
blk.4.ffn_up_exps.weight	33	8.205000	20	4456448
blk.25.ffn_up_exps.weight	114	8.193000	5	4456448
blk.25.ffn_up_exps.weight	61	8.191000	38	4456448
blk.19.ffn_up_exps.weight	251	8.188000	3	4456448
blk.9.ffn_down_exps.weight	173	8.186000	27	4456448
blk.2.ffn_down_exps.weight	77	8.170000	18	4456448
blk.36.ffn_down_exps.weight	161	8.170000	23	4456448
blk.20.ffn_up_exps.weight	95	8.169000	2	4456448
blk.29.ffn_up_exps.weight	238	8.169000	7	4456448
blk.16.ffn_down_exps.weight	138	8.164000	3	4456448
blk.39.ffn_up_exps.weight	78	8.161000	2	4456448
blk.28.ffn_down_exps.weight	172	8.148000	15	4456448
blk.37.ffn_down_exps.weight	107	8.142000	7	4456448
blk.0.ffn_up_exps.weight	127	8.123000	2	4456448
blk.21.ffn_up_exps.weight	9	8.083000	17	4456448
blk.10.ffn_down_exps.weight	155	8.071000	6	4456448
blk.2.ffn_down_exps.weight	88	8.062000	7	4456448
blk.19.ffn_up_exps.weight	24	8.056000	5	4456448
blk.10.ffn_down_exps.weight	23	8.053000	15	4456448
