layer,kind,top_k,calls,actual_events,actual_gib,byte_recall,precision,predicted_to_actual_byte_ratio,false_to_actual_byte_ratio,extra_to_actual_byte_ratio
36,upgate,10,976,7808,37.529296875,0.12986680327868852,0.10389344262295082,1.25,1.1201331967213115,0.25
36,upgate,12,976,7808,37.529296875,0.17341188524590165,0.11560792349726776,1.5,1.3265881147540983,0.5
36,upgate,16,976,7808,37.529296875,0.22336065573770492,0.11168032786885246,2.0,1.776639344262295,1.0
37,down,8,488,3904,22.9345703125,0.06787909836065574,0.06787909836065574,1.0,0.9321209016393442,0.0
37,down,10,488,3904,22.9345703125,0.1255122950819672,0.10040983606557377,1.25,1.1244877049180328,0.25
37,down,12,488,3904,22.9345703125,0.1411372950819672,0.09409153005464481,1.5,1.3588627049180328,0.5
37,down,16,488,3904,22.9345703125,0.1759733606557377,0.08798668032786885,2.0,1.8240266393442623,1.0
37,upgate,8,976,7808,37.529296875,0.06787909836065574,0.06787909836065574,1.0,0.9321209016393442,0.0
37,upgate,10,976,7808,37.529296875,0.1255122950819672,0.10040983606557377,1.25,1.1244877049180328,0.25
37,upgate,12,976,7808,37.529296875,0.1411372950819672,0.09409153005464481,1.5,1.3588627049180328,0.5
37,upgate,16,976,7808,37.529296875,0.1759733606557377,0.08798668032786885,2.0,1.8240266393442623,1.0
38,down,8,488,3904,22.9345703125,0.10578893442622951,0.10578893442622951,1.0,0.8942110655737705,0.0
38,down,10,488,3904,22.9345703125,0.14574795081967212,0.1165983606557377,1.25,1.1042520491803278,0.25
38,down,12,488,3904,22.9345703125,0.17827868852459017,0.11885245901639344,1.5,1.3217213114754098,0.5
38,down,16,488,3904,22.9345703125,0.1992827868852459,0.09964139344262295,2.0,1.8007172131147542,1.0
38,upgate,8,976,7808,37.529296875,0.10578893442622951,0.10578893442622951,1.0,0.8942110655737705,0.0
38,upgate,10,976,7808,37.529296875,0.14574795081967212,0.1165983606557377,1.25,1.1042520491803278,0.25
38,upgate,12,976,7808,37.529296875,0.17827868852459017,0.11885245901639344,1.5,1.3217213114754098,0.5
38,upgate,16,976,7808,37.529296875,0.1992827868852459,0.09964139344262295,2.0,1.8007172131147542,1.0
39,down,8,488,3904,22.9345703125,0.13165983606557377,0.13165983606557377,1.0,0.8683401639344263,0.0
39,down,10,488,3904,22.9345703125,0.1554815573770492,0.12438524590163934,1.25,1.0945184426229508,0.25
39,down,12,488,3904,22.9345703125,0.17469262295081966,0.11646174863387979,1.5,1.3253073770491803,0.5
39,down,16,488,3904,22.9345703125,0.19723360655737704,0.09861680327868852,2.0,1.802766393442623,1.0
39,upgate,8,976,7808,37.529296875,0.13165983606557377,0.13165983606557377,1.0,0.8683401639344263,0.0
39,upgate,10,976,7808,37.529296875,0.1554815573770492,0.12438524590163934,1.25,1.0945184426229508,0.25
39,upgate,12,976,7808,37.529296875,0.17469262295081966,0.11646174863387979,1.5,1.3253073770491803,0.5
39,upgate,16,976,7808,37.529296875,0.19723360655737704,0.09861680327868852,2.0,1.802766393442623,1.0
40,down,8,488,3904,22.9345703125,0.13242827868852458,0.13242827868852458,1.0,0.8675717213114754,0.0
40,down,10,488,3904,22.9345703125,0.14241803278688525,0.1139344262295082,1.25,1.1075819672131149,0.25
40,down,12,488,3904,22.9345703125,0.14600409836065573,0.09733606557377049,1.5,1.3539959016393444,0.5
40,down,16,488,3904,22.9345703125,0.1708504098360656,0.0854252049180328,2.0,1.8291495901639345,1.0
40,upgate,8,976,7808,37.529296875,0.13242827868852458,0.13242827868852458,1.0,0.8675717213114754,0.0
40,upgate,10,976,7808,37.529296875,0.14241803278688525,0.1139344262295082,1.25,1.1075819672131149,0.25
40,upgate,12,976,7808,37.529296875,0.14600409836065573,0.09733606557377049,1.5,1.3539959016393444,0.5
40,upgate,16,976,7808,37.529296875,0.1708504098360656,0.0854252049180328,2.0,1.8291495901639345,1.0
41,down,8,488,3904,22.9345703125,0.16547131147540983,0.16547131147540983,1.0,0.8345286885245902,0.0
41,down,10,488,3904,22.9345703125,0.16956967213114754,0.13565573770491804,1.25,1.0804303278688525,0.25
41,down,12,488,3904,22.9345703125,0.18468237704918034,0.12312158469945356,1.5,1.3153176229508197,0.5
41,down,16,488,3904,22.9345703125,0.20133196721311475,0.10066598360655737,2.0,1.7986680327868851,1.0
41,upgate,8,976,7808,37.529296875,0.16547131147540983,0.16547131147540983,1.0,0.8345286885245902,0.0
41,upgate,10,976,7808,37.529296875,0.16956967213114754,0.13565573770491804,1.25,1.0804303278688525,0.25
41,upgate,12,976,7808,37.529296875,0.18468237704918034,0.12312158469945356,1.5,1.3153176229508197,0.5
41,upgate,16,976,7808,37.529296875,0.20133196721311475,0.10066598360655737,2.0,1.7986680327868851,1.0
42,down,8,488,3904,22.9345703125,0.18186475409836064,0.18186475409836064,1.0,0.8181352459016393,0.0
42,down,10,488,3904,22.9345703125,0.19031762295081966,0.15225409836065573,1.25,1.0596823770491803,0.25
42,down,12,488,3904,22.9345703125,0.20876024590163936,0.13917349726775957,1.5,1.2912397540983607,0.5
42,down,16,488,3904,22.9345703125,0.21721311475409835,0.10860655737704918,2.0,1.7827868852459017,1.0
42,upgate,8,976,7808,37.529296875,0.18186475409836064,0.18186475409836064,1.0,0.8181352459016393,0.0
42,upgate,10,976,7808,37.529296875,0.19031762295081966,0.15225409836065573,1.25,1.0596823770491803,0.25
42,upgate,12,976,7808,37.529296875,0.20876024590163936,0.13917349726775957,1.5,1.2912397540983607,0.5
42,upgate,16,976,7808,37.529296875,0.21721311475409835,0.10860655737704918,2.0,1.7827868852459017,1.0
43,down,8,488,3904,22.9345703125,0.14523565573770492,0.14523565573770492,1.0,0.8547643442622951,0.0
43,down,10,488,3904,22.9345703125,0.1554815573770492,0.12438524590163934,1.25,1.0945184426229508,0.25
43,down,12,488,3904,22.9345703125,0.16342213114754098,0.10894808743169399,1.5,1.336577868852459,0.5
43,down,16,488,3904,22.9345703125,0.1913422131147541,0.09567110655737705,2.0,1.8086577868852458,1.0
43,upgate,8,976,7808,37.529296875,0.14523565573770492,0.14523565573770492,1.0,0.8547643442622951,0.0
43,upgate,10,976,7808,37.529296875,0.1554815573770492,0.12438524590163934,1.25,1.0945184426229508,0.25
43,upgate,12,976,7808,37.529296875,0.16342213114754098,0.10894808743169399,1.5,1.336577868852459,0.5
43,upgate,16,976,7808,37.529296875,0.1913422131147541,0.09567110655737705,2.0,1.8086577868852458,1.0
44,down,8,488,3904,22.9345703125,0.11347336065573771,0.11347336065573771,1.0,0.8865266393442623,0.0
44,down,10,488,3904,22.9345703125,0.15394467213114754,0.12315573770491803,1.25,1.0960553278688525,0.25
44,down,12,488,3904,22.9345703125,0.16137295081967212,0.10758196721311475,1.5,1.3386270491803278,0.5
44,down,16,488,3904,22.9345703125,0.18186475409836064,0.09093237704918032,2.0,1.8181352459016393,1.0
44,upgate,8,976,7808,37.529296875,0.11347336065573771,0.11347336065573771,1.0,0.8865266393442623,0.0
44,upgate,10,976,7808,37.529296875,0.15394467213114754,0.12315573770491803,1.25,1.0960553278688525,0.25
44,upgate,12,976,7808,37.529296875,0.16137295081967212,0.10758196721311475,1.5,1.3386270491803278,0.5
44,upgate,16,976,7808,37.529296875,0.18186475409836064,0.09093237704918032,2.0,1.8181352459016393,1.0
45,down,8,488,3904,22.9345703125,0.171875,0.171875,1.0,0.828125,0.0
45,down,10,488,3904,22.9345703125,0.18135245901639344,0.14508196721311475,1.25,1.0686475409836065,0.25
45,down,12,488,3904,22.9345703125,0.18621926229508196,0.12414617486338798,1.5,1.313780737704918,0.5
45,down,16,488,3904,22.9345703125,0.19569672131147542,0.09784836065573771,2.0,1.8043032786885247,1.0
45,upgate,8,976,7808,37.529296875,0.171875,0.171875,1.0,0.828125,0.0
45,upgate,10,976,7808,37.529296875,0.18135245901639344,0.14508196721311475,1.25,1.0686475409836065,0.25
45,upgate,12,976,7808,37.529296875,0.18621926229508196,0.12414617486338798,1.5,1.313780737704918,0.5
45,upgate,16,976,7808,37.529296875,0.19569672131147542,0.09784836065573771,2.0,1.8043032786885247,1.0
46,down,8,488,3904,22.9345703125,0.1598360655737705,0.1598360655737705,1.0,0.8401639344262295,0.0
46,down,10,488,3904,22.9345703125,0.16547131147540983,0.13237704918032786,1.25,1.0845286885245902,0.25
46,down,12,488,3904,22.9345703125,0.1728995901639344,0.11526639344262295,1.5,1.3271004098360655,0.5
46,down,16,488,3904,22.9345703125,0.19390368852459017,0.09695184426229508,2.0,1.8060963114754098,1.0
46,upgate,8,976,7808,37.529296875,0.1598360655737705,0.1598360655737705,1.0,0.8401639344262295,0.0
46,upgate,10,976,7808,37.529296875,0.16547131147540983,0.13237704918032786,1.25,1.0845286885245902,0.25
46,upgate,12,976,7808,37.529296875,0.1728995901639344,0.11526639344262295,1.5,1.3271004098360655,0.5
46,upgate,16,976,7808,37.529296875,0.19390368852459017,0.09695184426229508,2.0,1.8060963114754098,1.0
47,down,8,488,3904,22.9345703125,0.1408811475409836,0.1408811475409836,1.0,0.8591188524590164,0.0
47,down,10,488,3904,22.9345703125,0.14395491803278687,0.1151639344262295,1.25,1.1060450819672132,0.25
47,down,12,488,3904,22.9345703125,0.1680327868852459,0.11202185792349727,1.5,1.3319672131147542,0.5
47,down,16,488,3904,22.9345703125,0.1834016393442623,0.09170081967213115,2.0,1.8165983606557377,1.0
47,upgate,8,976,7808,37.529296875,0.1408811475409836,0.1408811475409836,1.0,0.8591188524590164,0.0
47,upgate,10,976,7808,37.529296875,0.14395491803278687,0.1151639344262295,1.25,1.1060450819672132,0.25
47,upgate,12,976,7808,37.529296875,0.1680327868852459,0.11202185792349727,1.5,1.3319672131147542,0.5
47,upgate,16,976,7808,37.529296875,0.1834016393442623,0.09170081967213115,2.0,1.8165983606557377,1.0
48,down,8,488,3904,22.9345703125,0.1091188524590164,0.1091188524590164,1.0,0.8908811475409836,0.0
48,down,10,488,3904,22.9345703125,0.12346311475409837,0.09877049180327868,1.25,1.1265368852459017,0.25
48,down,12,488,3904,22.9345703125,0.1557377049180328,0.10382513661202186,1.5,1.3442622950819672,0.5
48,down,16,488,3904,22.9345703125,0.17699795081967212,0.08849897540983606,2.0,1.8230020491803278,1.0
48,upgate,8,976,7808,37.529296875,0.1091188524590164,0.1091188524590164,1.0,0.8908811475409836,0.0
48,upgate,10,976,7808,37.529296875,0.12346311475409837,0.09877049180327868,1.25,1.1265368852459017,0.25
48,upgate,12,976,7808,37.529296875,0.1557377049180328,0.10382513661202186,1.5,1.3442622950819672,0.5
48,upgate,16,976,7808,37.529296875,0.17699795081967212,0.08849897540983606,2.0,1.8230020491803278,1.0
49,down,8,488,3904,22.9345703125,0.09836065573770492,0.09836065573770492,1.0,0.9016393442622951,0.0
49,down,10,488,3904,22.9345703125,0.10604508196721311,0.08483606557377049,1.25,1.1439549180327868,0.25
49,down,12,488,3904,22.9345703125,0.11039959016393443,0.07359972677595629,1.5,1.3896004098360655,0.5
49,down,16,488,3904,22.9345703125,0.12679303278688525,0.06339651639344263,2.0,1.8732069672131149,1.0
49,upgate,8,976,7808,37.529296875,0.09836065573770492,0.09836065573770492,1.0,0.9016393442622951,0.0
49,upgate,10,976,7808,37.529296875,0.10604508196721311,0.08483606557377049,1.25,1.1439549180327868,0.25
49,upgate,12,976,7808,37.529296875,0.11039959016393443,0.07359972677595629,1.5,1.3896004098360655,0.5
49,upgate,16,976,7808,37.529296875,0.12679303278688525,0.06339651639344263,2.0,1.8732069672131149,1.0
50,down,8,488,3904,22.9345703125,0.07914959016393443,0.07914959016393443,1.0,0.9208504098360656,0.0
50,down,10,488,3904,22.9345703125,0.09759221311475409,0.07807377049180328,1.25,1.1524077868852458,0.25
50,down,12,488,3904,22.9345703125,0.13908811475409835,0.09272540983606557,1.5,1.3609118852459017,0.5
50,down,16,488,3904,22.9345703125,0.16675204918032788,0.08337602459016394,2.0,1.8332479508196722,1.0
50,upgate,8,976,7808,37.529296875,0.07914959016393443,0.07914959016393443,1.0,0.9208504098360656,0.0
50,upgate,10,976,7808,37.529296875,0.09759221311475409,0.07807377049180328,1.25,1.1524077868852458,0.25
50,upgate,12,976,7808,37.529296875,0.13908811475409835,0.09272540983606557,1.5,1.3609118852459017,0.5
50,upgate,16,976,7808,37.529296875,0.16675204918032788,0.08337602459016394,2.0,1.8332479508196722,1.0
51,down,8,488,3904,22.9345703125,0.0778688524590164,0.0778688524590164,1.0,0.9221311475409836,0.0
51,down,10,488,3904,22.9345703125,0.1091188524590164,0.08729508196721311,1.25,1.1408811475409837,0.25
51,down,12,488,3904,22.9345703125,0.1247438524590164,0.08316256830601093,1.5,1.3752561475409837,0.5
51,down,16,488,3904,22.9345703125,0.13447745901639344,0.06723872950819672,2.0,1.8655225409836065,1.0
51,upgate,8,976,7808,37.529296875,0.0778688524590164,0.0778688524590164,1.0,0.9221311475409836,0.0
51,upgate,10,976,7808,37.529296875,0.1091188524590164,0.08729508196721311,1.25,1.1408811475409837,0.25
51,upgate,12,976,7808,37.529296875,0.1247438524590164,0.08316256830601093,1.5,1.3752561475409837,0.5
51,upgate,16,976,7808,37.529296875,0.13447745901639344,0.06723872950819672,2.0,1.8655225409836065,1.0
52,down,8,488,3904,22.9345703125,0.11987704918032786,0.11987704918032786,1.0,0.8801229508196722,0.0
52,down,10,488,3904,22.9345703125,0.14216188524590165,0.11372950819672131,1.25,1.1078381147540983,0.25
52,down,12,488,3904,22.9345703125,0.14754098360655737,0.09836065573770492,1.5,1.3524590163934427,0.5
52,down,16,488,3904,22.9345703125,0.16675204918032788,0.08337602459016394,2.0,1.8332479508196722,1.0
52,upgate,8,976,7808,37.529296875,0.11987704918032786,0.11987704918032786,1.0,0.8801229508196722,0.0
52,upgate,10,976,7808,37.529296875,0.14216188524590165,0.11372950819672131,1.25,1.1078381147540983,0.25
52,upgate,12,976,7808,37.529296875,0.14754098360655737,0.09836065573770492,1.5,1.3524590163934427,0.5
52,upgate,16,976,7808,37.529296875,0.16675204918032788,0.08337602459016394,2.0,1.8332479508196722,1.0
53,down,8,488,3904,22.9345703125,0.08990778688524591,0.08990778688524591,1.0,0.9100922131147541,0.0
53,down,10,488,3904,22.9345703125,0.10450819672131148,0.08360655737704918,1.25,1.1454918032786885,0.25
53,down,12,488,3904,22.9345703125,0.12295081967213115,0.08196721311475409,1.5,1.3770491803278688,0.5
53,down,16,488,3904,22.9345703125,0.15932377049180327,0.07966188524590163,2.0,1.8406762295081966,1.0
53,upgate,8,976,7808,37.529296875,0.08990778688524591,0.08990778688524591,1.0,0.9100922131147541,0.0
53,upgate,10,976,7808,37.529296875,0.10450819672131148,0.08360655737704918,1.25,1.1454918032786885,0.25
53,upgate,12,976,7808,37.529296875,0.12295081967213115,0.08196721311475409,1.5,1.3770491803278688,0.5
53,upgate,16,976,7808,37.529296875,0.15932377049180327,0.07966188524590163,2.0,1.8406762295081966,1.0
54,down,8,488,3904,22.9345703125,0.07402663934426229,0.07402663934426229,1.0,0.9259733606557377,0.0
54,down,10,488,3904,22.9345703125,0.0934938524590164,0.07479508196721311,1.25,1.1565061475409837,0.25
54,down,12,488,3904,22.9345703125,0.11193647540983606,0.07462431693989072,1.5,1.388063524590164,0.5
54,down,16,488,3904,22.9345703125,0.16623975409836064,0.08311987704918032,2.0,1.8337602459016393,1.0
54,upgate,8,976,7808,37.529296875,0.07402663934426229,0.07402663934426229,1.0,0.9259733606557377,0.0
54,upgate,10,976,7808,37.529296875,0.0934938524590164,0.07479508196721311,1.25,1.1565061475409837,0.25
54,upgate,12,976,7808,37.529296875,0.11193647540983606,0.07462431693989072,1.5,1.388063524590164,0.5
54,upgate,16,976,7808,37.529296875,0.16623975409836064,0.08311987704918032,2.0,1.8337602459016393,1.0
55,down,8,488,3904,22.9345703125,0.078125,0.078125,1.0,0.921875,0.0
55,down,10,488,3904,22.9345703125,0.0940061475409836,0.07520491803278688,1.25,1.1559938524590163,0.25
55,down,12,488,3904,22.9345703125,0.12090163934426229,0.08060109289617487,1.5,1.3790983606557377,0.5
55,down,16,488,3904,22.9345703125,0.14190573770491804,0.07095286885245902,2.0,1.858094262295082,1.0
55,upgate,8,976,7808,37.529296875,0.078125,0.078125,1.0,0.921875,0.0
55,upgate,10,976,7808,37.529296875,0.0940061475409836,0.07520491803278688,1.25,1.1559938524590163,0.25
55,upgate,12,976,7808,37.529296875,0.12090163934426229,0.08060109289617487,1.5,1.3790983606557377,0.5
55,upgate,16,976,7808,37.529296875,0.14190573770491804,0.07095286885245902,2.0,1.858094262295082,1.0
56,down,8,488,3904,22.9345703125,0.14882172131147542,0.14882172131147542,1.0,0.8511782786885246,0.0
56,down,10,488,3904,22.9345703125,0.16982581967213115,0.13586065573770492,1.25,1.0801741803278688,0.25
56,down,12,488,3904,22.9345703125,0.171875,0.11458333333333333,1.5,1.328125,0.5
56,down,16,488,3904,22.9345703125,0.18288934426229508,0.09144467213114754,2.0,1.817110655737705,1.0
56,upgate,8,976,7808,40.865234375,0.14882172131147542,0.14882172131147542,1.0,0.8511782786885246,0.0
56,upgate,10,976,7808,40.865234375,0.16982581967213115,0.13586065573770492,1.25,1.0801741803278688,0.25
56,upgate,12,976,7808,40.865234375,0.171875,0.11458333333333333,1.5,1.328125,0.5
56,upgate,16,976,7808,40.865234375,0.18288934426229508,0.09144467213114754,2.0,1.817110655737705,1.0
57,down,8,488,3904,28.35546875,0.09298155737704918,0.09298155737704918,1.0,0.9070184426229508,0.0
57,down,10,488,3904,28.35546875,0.11501024590163934,0.09200819672131147,1.25,1.1349897540983607,0.25
57,down,12,488,3904,28.35546875,0.1290983606557377,0.0860655737704918,1.5,1.3709016393442623,0.5
57,down,16,488,3904,28.35546875,0.16086065573770492,0.08043032786885246,2.0,1.839139344262295,1.0
57,upgate,8,976,7808,40.865234375,0.09298155737704918,0.09298155737704918,1.0,0.9070184426229508,0.0
57,upgate,10,976,7808,40.865234375,0.11501024590163934,0.09200819672131147,1.25,1.1349897540983607,0.25
57,upgate,12,976,7808,40.865234375,0.1290983606557377,0.0860655737704918,1.5,1.3709016393442623,0.5
57,upgate,16,976,7808,40.865234375,0.16086065573770492,0.08043032786885246,2.0,1.839139344262295,1.0
58,down,8,488,3904,28.35546875,0.09503073770491803,0.09503073770491803,1.0,0.904969262295082,0.0
58,down,10,488,3904,28.35546875,0.11449795081967214,0.0915983606557377,1.25,1.1355020491803278,0.25
58,down,12,488,3904,28.35546875,0.13319672131147542,0.08879781420765027,1.5,1.3668032786885247,0.5
58,down,16,488,3904,28.35546875,0.16188524590163936,0.08094262295081968,2.0,1.8381147540983607,1.0
58,upgate,8,976,7808,40.865234375,0.09503073770491803,0.09503073770491803,1.0,0.904969262295082,0.0
58,upgate,10,976,7808,40.865234375,0.11449795081967214,0.0915983606557377,1.25,1.1355020491803278,0.25
58,upgate,12,976,7808,40.865234375,0.13319672131147542,0.08879781420765027,1.5,1.3668032786885247,0.5
58,upgate,16,976,7808,40.865234375,0.16188524590163936,0.08094262295081968,2.0,1.8381147540983607,1.0
59,down,8,488,3904,22.9345703125,0.09272540983606557,0.09272540983606557,1.0,0.9072745901639344,0.0
59,down,10,488,3904,22.9345703125,0.11501024590163934,0.09200819672131147,1.25,1.1349897540983607,0.25
59,down,12,488,3904,22.9345703125,0.14293032786885246,0.09528688524590163,1.5,1.3570696721311475,0.5
59,down,16,488,3904,22.9345703125,0.17443647540983606,0.08721823770491803,2.0,1.825563524590164,1.0
59,upgate,8,976,7808,40.865234375,0.09272540983606557,0.09272540983606557,1.0,0.9072745901639344,0.0
59,upgate,10,976,7808,40.865234375,0.11501024590163934,0.09200819672131147,1.25,1.1349897540983607,0.25
59,upgate,12,976,7808,40.865234375,0.14293032786885246,0.09528688524590163,1.5,1.3570696721311475,0.5
59,upgate,16,976,7808,40.865234375,0.17443647540983606,0.08721823770491803,2.0,1.825563524590164,1.0
60,down,8,495,3960,23.2635498046875,0.1053030303030303,0.1053030303030303,1.0,0.8946969696969697,0.0
60,down,10,495,3960,23.2635498046875,0.11818181818181818,0.09454545454545454,1.25,1.1318181818181818,0.25
60,down,12,495,3960,23.2635498046875,0.13383838383838384,0.08922558922558922,1.5,1.3661616161616161,0.5
60,down,16,495,3960,23.2635498046875,0.1494949494949495,0.07474747474747474,2.0,1.8505050505050504,1.0
60,upgate,8,990,7920,41.451416015625,0.1053030303030303,0.1053030303030303,1.0,0.8946969696969697,0.0
60,upgate,10,990,7920,41.451416015625,0.11818181818181818,0.09454545454545454,1.25,1.1318181818181818,0.25
60,upgate,12,990,7920,41.451416015625,0.13383838383838384,0.08922558922558922,1.5,1.3661616161616161,0.5
60,upgate,16,990,7920,41.451416015625,0.1494949494949495,0.07474747474747474,2.0,1.8505050505050504,1.0
