# fastllm_disk_moe_route_profile_v1
# merge_runs=2405 routed_refs=16946
layer	expert	hits	bytes_per_hit	total_bytes
40	240	16	13369344	213909504
9	226	15	13369344	200540160
11	124	15	13369344	200540160
12	195	15	13369344	200540160
16	12	15	13369344	200540160
16	248	15	13369344	200540160
22	135	15	13369344	200540160
23	85	15	13369344	200540160
23	216	15	13369344	200540160
24	64	15	13369344	200540160
28	130	15	13369344	200540160
28	253	15	13369344	200540160
29	2	15	13369344	200540160
29	13	15	13369344	200540160
29	93	15	13369344	200540160
30	252	15	13369344	200540160
34	11	15	13369344	200540160
34	93	15	13369344	200540160
34	148	15	13369344	200540160
36	89	15	13369344	200540160
37	114	15	13369344	200540160
38	165	15	13369344	200540160
39	105	15	13369344	200540160
40	250	15	13369344	200540160
9	87	14	13369344	187170816
10	154	14	13369344	187170816
10	197	14	13369344	187170816
13	230	14	13369344	187170816
13	235	14	13369344	187170816
14	156	14	13369344	187170816
15	99	14	13369344	187170816
16	205	14	13369344	187170816
17	68	14	13369344	187170816
19	64	14	13369344	187170816
21	26	14	13369344	187170816
21	105	14	13369344	187170816
23	210	14	13369344	187170816
26	149	14	13369344	187170816
26	201	14	13369344	187170816
28	5	14	13369344	187170816
28	56	14	13369344	187170816
28	200	14	13369344	187170816
28	213	14	13369344	187170816
30	78	14	13369344	187170816
30	208	14	13369344	187170816
32	17	14	13369344	187170816
33	107	14	13369344	187170816
34	38	14	13369344	187170816
35	143	14	13369344	187170816
36	146	14	13369344	187170816
37	4	14	13369344	187170816
38	197	14	13369344	187170816
41	161	14	13369344	187170816
41	189	14	13369344	187170816
6	166	13	13369344	173801472
8	186	13	13369344	173801472
9	138	13	13369344	173801472
10	151	13	13369344	173801472
12	7	13	13369344	173801472
12	154	13	13369344	173801472
16	155	13	13369344	173801472
16	181	13	13369344	173801472
16	251	13	13369344	173801472
17	231	13	13369344	173801472
18	33	13	13369344	173801472
18	96	13	13369344	173801472
19	29	13	13369344	173801472
19	116	13	13369344	173801472
20	149	13	13369344	173801472
21	127	13	13369344	173801472
21	152	13	13369344	173801472
21	193	13	13369344	173801472
21	243	13	13369344	173801472
25	53	13	13369344	173801472
25	167	13	13369344	173801472
27	69	13	13369344	173801472
27	172	13	13369344	173801472
27	184	13	13369344	173801472
28	85	13	13369344	173801472
30	154	13	13369344	173801472
31	143	13	13369344	173801472
31	241	13	13369344	173801472
32	4	13	13369344	173801472
34	103	13	13369344	173801472
34	129	13	13369344	173801472
34	180	13	13369344	173801472
35	103	13	13369344	173801472
35	203	13	13369344	173801472
36	10	13	13369344	173801472
37	243	13	13369344	173801472
38	171	13	13369344	173801472
39	3	13	13369344	173801472
39	31	13	13369344	173801472
39	172	13	13369344	173801472
40	192	13	13369344	173801472
41	55	13	13369344	173801472
42	7	13	13369344	173801472
42	213	13	13369344	173801472
6	10	12	13369344	160432128
6	213	12	13369344	160432128
8	53	12	13369344	160432128
8	200	12	13369344	160432128
10	150	12	13369344	160432128
11	44	12	13369344	160432128
11	132	12	13369344	160432128
13	100	12	13369344	160432128
14	147	12	13369344	160432128
15	45	12	13369344	160432128
15	161	12	13369344	160432128
15	176	12	13369344	160432128
15	240	12	13369344	160432128
16	175	12	13369344	160432128
17	179	12	13369344	160432128
18	111	12	13369344	160432128
18	156	12	13369344	160432128
19	92	12	13369344	160432128
19	134	12	13369344	160432128
19	141	12	13369344	160432128
20	110	12	13369344	160432128
23	94	12	13369344	160432128
24	152	12	13369344	160432128
25	216	12	13369344	160432128
26	116	12	13369344	160432128
26	170	12	13369344	160432128
28	224	12	13369344	160432128
29	49	12	13369344	160432128
30	39	12	13369344	160432128
30	226	12	13369344	160432128
31	83	12	13369344	160432128
31	174	12	13369344	160432128
32	198	12	13369344	160432128
33	15	12	13369344	160432128
34	196	12	13369344	160432128
35	191	12	13369344	160432128
35	235	12	13369344	160432128
38	53	12	13369344	160432128
38	67	12	13369344	160432128
38	99	12	13369344	160432128
39	113	12	13369344	160432128
39	240	12	13369344	160432128
41	253	12	13369344	160432128
42	150	12	13369344	160432128
6	236	11	13369344	147062784
10	15	11	13369344	147062784
12	68	11	13369344	147062784
13	59	11	13369344	147062784
14	51	11	13369344	147062784
14	197	11	13369344	147062784
15	39	11	13369344	147062784
15	205	11	13369344	147062784
17	3	11	13369344	147062784
18	173	11	13369344	147062784
19	112	11	13369344	147062784
19	177	11	13369344	147062784
21	65	11	13369344	147062784
23	165	11	13369344	147062784
23	223	11	13369344	147062784
24	23	11	13369344	147062784
25	102	11	13369344	147062784
25	157	11	13369344	147062784
26	135	11	13369344	147062784
27	18	11	13369344	147062784
28	122	11	13369344	147062784
28	132	11	13369344	147062784
31	74	11	13369344	147062784
31	91	11	13369344	147062784
31	170	11	13369344	147062784
31	250	11	13369344	147062784
32	11	11	13369344	147062784
32	53	11	13369344	147062784
34	32	11	13369344	147062784
34	100	11	13369344	147062784
35	188	11	13369344	147062784
35	202	11	13369344	147062784
35	234	11	13369344	147062784
36	79	11	13369344	147062784
36	111	11	13369344	147062784
36	137	11	13369344	147062784
37	66	11	13369344	147062784
38	20	11	13369344	147062784
38	222	11	13369344	147062784
41	129	11	13369344	147062784
42	83	11	13369344	147062784
8	194	10	13369344	133693440
9	15	10	13369344	133693440
9	235	10	13369344	133693440
10	242	10	13369344	133693440
11	22	10	13369344	133693440
11	137	10	13369344	133693440
13	64	10	13369344	133693440
13	122	10	13369344	133693440
13	248	10	13369344	133693440
15	42	10	13369344	133693440
17	81	10	13369344	133693440
18	99	10	13369344	133693440
18	213	10	13369344	133693440
19	107	10	13369344	133693440
19	187	10	13369344	133693440
19	254	10	13369344	133693440
20	175	10	13369344	133693440
20	234	10	13369344	133693440
21	45	10	13369344	133693440
21	123	10	13369344	133693440
22	147	10	13369344	133693440
22	226	10	13369344	133693440
23	160	10	13369344	133693440
24	167	10	13369344	133693440
26	243	10	13369344	133693440
27	174	10	13369344	133693440
27	203	10	13369344	133693440
27	222	10	13369344	133693440
28	1	10	13369344	133693440
28	106	10	13369344	133693440
29	30	10	13369344	133693440
29	44	10	13369344	133693440
31	54	10	13369344	133693440
31	75	10	13369344	133693440
31	130	10	13369344	133693440
31	242	10	13369344	133693440
31	245	10	13369344	133693440
32	33	10	13369344	133693440
32	221	10	13369344	133693440
32	255	10	13369344	133693440
33	47	10	13369344	133693440
35	96	10	13369344	133693440
35	162	10	13369344	133693440
36	128	10	13369344	133693440
36	179	10	13369344	133693440
36	230	10	13369344	133693440
37	31	10	13369344	133693440
37	108	10	13369344	133693440
38	50	10	13369344	133693440
39	74	10	13369344	133693440
39	194	10	13369344	133693440
39	227	10	13369344	133693440
39	252	10	13369344	133693440
40	110	10	13369344	133693440
41	78	10	13369344	133693440
41	118	10	13369344	133693440
42	54	10	13369344	133693440
42	212	10	13369344	133693440
7	205	9	13369344	120324096
7	251	9	13369344	120324096
8	182	9	13369344	120324096
9	107	9	13369344	120324096
10	190	9	13369344	120324096
10	222	9	13369344	120324096
11	48	9	13369344	120324096
11	55	9	13369344	120324096
11	111	9	13369344	120324096
11	178	9	13369344	120324096
11	210	9	13369344	120324096
12	14	9	13369344	120324096
13	129	9	13369344	120324096
13	155	9	13369344	120324096
14	101	9	13369344	120324096
14	109	9	13369344	120324096
14	242	9	13369344	120324096
15	134	9	13369344	120324096
16	124	9	13369344	120324096
16	178	9	13369344	120324096
16	184	9	13369344	120324096
19	53	9	13369344	120324096
19	122	9	13369344	120324096
20	181	9	13369344	120324096
21	113	9	13369344	120324096
22	60	9	13369344	120324096
22	159	9	13369344	120324096
22	172	9	13369344	120324096
22	181	9	13369344	120324096
23	29	9	13369344	120324096
23	194	9	13369344	120324096
25	91	9	13369344	120324096
25	112	9	13369344	120324096
25	113	9	13369344	120324096
26	141	9	13369344	120324096
27	3	9	13369344	120324096
28	79	9	13369344	120324096
28	115	9	13369344	120324096
29	70	9	13369344	120324096
30	51	9	13369344	120324096
30	144	9	13369344	120324096
30	167	9	13369344	120324096
31	32	9	13369344	120324096
31	72	9	13369344	120324096
32	184	9	13369344	120324096
33	189	9	13369344	120324096
34	124	9	13369344	120324096
34	195	9	13369344	120324096
34	232	9	13369344	120324096
35	99	9	13369344	120324096
35	100	9	13369344	120324096
36	39	9	13369344	120324096
36	107	9	13369344	120324096
36	203	9	13369344	120324096
37	250	9	13369344	120324096
38	120	9	13369344	120324096
39	238	9	13369344	120324096
40	54	9	13369344	120324096
40	83	9	13369344	120324096
41	134	9	13369344	120324096
42	55	9	13369344	120324096
42	250	9	13369344	120324096
6	104	8	13369344	106954752
6	242	8	13369344	106954752
6	253	8	13369344	106954752
7	179	8	13369344	106954752
8	88	8	13369344	106954752
8	215	8	13369344	106954752
9	128	8	13369344	106954752
9	132	8	13369344	106954752
9	207	8	13369344	106954752
10	168	8	13369344	106954752
10	218	8	13369344	106954752
11	1	8	13369344	106954752
12	89	8	13369344	106954752
12	250	8	13369344	106954752
13	41	8	13369344	106954752
13	91	8	13369344	106954752
14	59	8	13369344	106954752
14	83	8	13369344	106954752
14	228	8	13369344	106954752
15	48	8	13369344	106954752
15	127	8	13369344	106954752
15	187	8	13369344	106954752
15	255	8	13369344	106954752
16	123	8	13369344	106954752
16	128	8	13369344	106954752
17	65	8	13369344	106954752
17	219	8	13369344	106954752
18	169	8	13369344	106954752
19	73	8	13369344	106954752
20	156	8	13369344	106954752
21	221	8	13369344	106954752
22	0	8	13369344	106954752
22	87	8	13369344	106954752
22	235	8	13369344	106954752
23	45	8	13369344	106954752
23	217	8	13369344	106954752
23	219	8	13369344	106954752
25	180	8	13369344	106954752
26	52	8	13369344	106954752
26	61	8	13369344	106954752
27	82	8	13369344	106954752
27	101	8	13369344	106954752
27	103	8	13369344	106954752
27	117	8	13369344	106954752
30	111	8	13369344	106954752
30	119	8	13369344	106954752
31	141	8	13369344	106954752
31	190	8	13369344	106954752
31	196	8	13369344	106954752
31	207	8	13369344	106954752
31	255	8	13369344	106954752
32	19	8	13369344	106954752
32	185	8	13369344	106954752
33	62	8	13369344	106954752
34	204	8	13369344	106954752
35	73	8	13369344	106954752
36	116	8	13369344	106954752
37	94	8	13369344	106954752
38	72	8	13369344	106954752
38	73	8	13369344	106954752
38	74	8	13369344	106954752
39	50	8	13369344	106954752
39	98	8	13369344	106954752
39	150	8	13369344	106954752
39	185	8	13369344	106954752
40	195	8	13369344	106954752
41	77	8	13369344	106954752
42	198	8	13369344	106954752
6	39	7	13369344	93585408
6	139	7	13369344	93585408
7	250	7	13369344	93585408
8	142	7	13369344	93585408
8	191	7	13369344	93585408
10	189	7	13369344	93585408
11	7	7	13369344	93585408
11	185	7	13369344	93585408
11	211	7	13369344	93585408
11	244	7	13369344	93585408
11	250	7	13369344	93585408
12	43	7	13369344	93585408
12	100	7	13369344	93585408
12	142	7	13369344	93585408
13	30	7	13369344	93585408
13	36	7	13369344	93585408
13	62	7	13369344	93585408
13	207	7	13369344	93585408
13	223	7	13369344	93585408
13	228	7	13369344	93585408
14	102	7	13369344	93585408
14	112	7	13369344	93585408
15	6	7	13369344	93585408
15	53	7	13369344	93585408
15	65	7	13369344	93585408
15	90	7	13369344	93585408
15	148	7	13369344	93585408
15	157	7	13369344	93585408
15	236	7	13369344	93585408
15	237	7	13369344	93585408
16	82	7	13369344	93585408
16	168	7	13369344	93585408
17	33	7	13369344	93585408
17	61	7	13369344	93585408
17	113	7	13369344	93585408
17	160	7	13369344	93585408
17	181	7	13369344	93585408
17	238	7	13369344	93585408
17	247	7	13369344	93585408
19	57	7	13369344	93585408
20	61	7	13369344	93585408
20	109	7	13369344	93585408
20	118	7	13369344	93585408
21	89	7	13369344	93585408
21	129	7	13369344	93585408
22	22	7	13369344	93585408
22	81	7	13369344	93585408
22	157	7	13369344	93585408
23	155	7	13369344	93585408
23	193	7	13369344	93585408
23	243	7	13369344	93585408
23	249	7	13369344	93585408
24	56	7	13369344	93585408
24	61	7	13369344	93585408
24	114	7	13369344	93585408
24	171	7	13369344	93585408
24	225	7	13369344	93585408
25	58	7	13369344	93585408
25	184	7	13369344	93585408
25	220	7	13369344	93585408
26	155	7	13369344	93585408
27	12	7	13369344	93585408
27	106	7	13369344	93585408
27	200	7	13369344	93585408
28	166	7	13369344	93585408
28	193	7	13369344	93585408
28	194	7	13369344	93585408
28	196	7	13369344	93585408
28	214	7	13369344	93585408
29	77	7	13369344	93585408
29	181	7	13369344	93585408
29	244	7	13369344	93585408
29	250	7	13369344	93585408
29	253	7	13369344	93585408
30	83	7	13369344	93585408
30	132	7	13369344	93585408
30	141	7	13369344	93585408
30	161	7	13369344	93585408
30	182	7	13369344	93585408
30	246	7	13369344	93585408
31	33	7	13369344	93585408
31	158	7	13369344	93585408
32	14	7	13369344	93585408
32	101	7	13369344	93585408
32	127	7	13369344	93585408
32	128	7	13369344	93585408
32	154	7	13369344	93585408
33	24	7	13369344	93585408
33	26	7	13369344	93585408
33	71	7	13369344	93585408
33	156	7	13369344	93585408
34	81	7	13369344	93585408
34	152	7	13369344	93585408
34	222	7	13369344	93585408
35	159	7	13369344	93585408
35	167	7	13369344	93585408
35	222	7	13369344	93585408
35	237	7	13369344	93585408
36	78	7	13369344	93585408
36	153	7	13369344	93585408
37	33	7	13369344	93585408
37	142	7	13369344	93585408
37	159	7	13369344	93585408
38	201	7	13369344	93585408
39	219	7	13369344	93585408
40	16	7	13369344	93585408
41	65	7	13369344	93585408
41	73	7	13369344	93585408
41	132	7	13369344	93585408
42	53	7	13369344	93585408
42	248	7	13369344	93585408
6	5	6	13369344	80216064
7	66	6	13369344	80216064
7	170	6	13369344	80216064
8	15	6	13369344	80216064
8	185	6	13369344	80216064
9	34	6	13369344	80216064
9	147	6	13369344	80216064
9	186	6	13369344	80216064
9	239	6	13369344	80216064
10	47	6	13369344	80216064
10	63	6	13369344	80216064
10	109	6	13369344	80216064
10	118	6	13369344	80216064
10	248	6	13369344	80216064
11	32	6	13369344	80216064
11	35	6	13369344	80216064
11	46	6	13369344	80216064
11	159	6	13369344	80216064
12	164	6	13369344	80216064
12	169	6	13369344	80216064
12	221	6	13369344	80216064
12	247	6	13369344	80216064
13	32	6	13369344	80216064
13	53	6	13369344	80216064
13	55	6	13369344	80216064
13	72	6	13369344	80216064
13	145	6	13369344	80216064
13	159	6	13369344	80216064
13	185	6	13369344	80216064
13	200	6	13369344	80216064
14	70	6	13369344	80216064
14	99	6	13369344	80216064
14	128	6	13369344	80216064
14	225	6	13369344	80216064
14	255	6	13369344	80216064
15	86	6	13369344	80216064
15	129	6	13369344	80216064
15	153	6	13369344	80216064
15	254	6	13369344	80216064
16	31	6	13369344	80216064
16	209	6	13369344	80216064
17	167	6	13369344	80216064
17	195	6	13369344	80216064
18	113	6	13369344	80216064
18	144	6	13369344	80216064
18	225	6	13369344	80216064
19	44	6	13369344	80216064
19	149	6	13369344	80216064
19	165	6	13369344	80216064
19	232	6	13369344	80216064
21	86	6	13369344	80216064
21	93	6	13369344	80216064
21	109	6	13369344	80216064
21	133	6	13369344	80216064
21	214	6	13369344	80216064
21	241	6	13369344	80216064
22	251	6	13369344	80216064
23	4	6	13369344	80216064
23	15	6	13369344	80216064
23	47	6	13369344	80216064
23	64	6	13369344	80216064
23	119	6	13369344	80216064
23	159	6	13369344	80216064
23	168	6	13369344	80216064
23	175	6	13369344	80216064
24	75	6	13369344	80216064
24	87	6	13369344	80216064
24	130	6	13369344	80216064
24	141	6	13369344	80216064
24	209	6	13369344	80216064
24	231	6	13369344	80216064
25	4	6	13369344	80216064
25	84	6	13369344	80216064
25	129	6	13369344	80216064
25	200	6	13369344	80216064
26	32	6	13369344	80216064
26	50	6	13369344	80216064
26	62	6	13369344	80216064
26	86	6	13369344	80216064
26	145	6	13369344	80216064
27	73	6	13369344	80216064
27	92	6	13369344	80216064
27	105	6	13369344	80216064
27	129	6	13369344	80216064
27	232	6	13369344	80216064
28	45	6	13369344	80216064
28	48	6	13369344	80216064
28	163	6	13369344	80216064
28	209	6	13369344	80216064
28	230	6	13369344	80216064
29	166	6	13369344	80216064
29	214	6	13369344	80216064
29	230	6	13369344	80216064
30	36	6	13369344	80216064
30	116	6	13369344	80216064
30	153	6	13369344	80216064
30	191	6	13369344	80216064
31	4	6	13369344	80216064
31	12	6	13369344	80216064
31	44	6	13369344	80216064
31	77	6	13369344	80216064
31	96	6	13369344	80216064
31	121	6	13369344	80216064
31	218	6	13369344	80216064
32	133	6	13369344	80216064
32	226	6	13369344	80216064
32	236	6	13369344	80216064
33	32	6	13369344	80216064
34	3	6	13369344	80216064
34	80	6	13369344	80216064
34	111	6	13369344	80216064
34	153	6	13369344	80216064
34	249	6	13369344	80216064
36	16	6	13369344	80216064
36	28	6	13369344	80216064
36	93	6	13369344	80216064
36	150	6	13369344	80216064
36	228	6	13369344	80216064
37	67	6	13369344	80216064
37	73	6	13369344	80216064
37	134	6	13369344	80216064
37	177	6	13369344	80216064
38	59	6	13369344	80216064
38	179	6	13369344	80216064
38	199	6	13369344	80216064
39	48	6	13369344	80216064
39	130	6	13369344	80216064
39	148	6	13369344	80216064
39	224	6	13369344	80216064
40	57	6	13369344	80216064
40	135	6	13369344	80216064
41	8	6	13369344	80216064
41	80	6	13369344	80216064
41	95	6	13369344	80216064
41	111	6	13369344	80216064
41	204	6	13369344	80216064
41	227	6	13369344	80216064
42	105	6	13369344	80216064
42	249	6	13369344	80216064
6	3	5	13369344	66846720
6	36	5	13369344	66846720
6	201	5	13369344	66846720
6	250	5	13369344	66846720
7	84	5	13369344	66846720
8	90	5	13369344	66846720
8	131	5	13369344	66846720
8	217	5	13369344	66846720
9	56	5	13369344	66846720
9	60	5	13369344	66846720
9	153	5	13369344	66846720
9	225	5	13369344	66846720
9	242	5	13369344	66846720
10	23	5	13369344	66846720
10	69	5	13369344	66846720
11	98	5	13369344	66846720
11	222	5	13369344	66846720
12	8	5	13369344	66846720
12	139	5	13369344	66846720
12	156	5	13369344	66846720
12	174	5	13369344	66846720
12	245	5	13369344	66846720
13	107	5	13369344	66846720
14	10	5	13369344	66846720
14	38	5	13369344	66846720
14	176	5	13369344	66846720
15	83	5	13369344	66846720
15	225	5	13369344	66846720
16	131	5	13369344	66846720
16	144	5	13369344	66846720
16	159	5	13369344	66846720
16	250	5	13369344	66846720
17	69	5	13369344	66846720
17	110	5	13369344	66846720
17	196	5	13369344	66846720
17	197	5	13369344	66846720
17	226	5	13369344	66846720
18	36	5	13369344	66846720
18	39	5	13369344	66846720
18	148	5	13369344	66846720
19	36	5	13369344	66846720
19	77	5	13369344	66846720
19	110	5	13369344	66846720
19	168	5	13369344	66846720
19	213	5	13369344	66846720
19	218	5	13369344	66846720
20	7	5	13369344	66846720
20	21	5	13369344	66846720
20	130	5	13369344	66846720
20	132	5	13369344	66846720
20	138	5	13369344	66846720
20	178	5	13369344	66846720
21	48	5	13369344	66846720
21	56	5	13369344	66846720
21	62	5	13369344	66846720
21	75	5	13369344	66846720
21	102	5	13369344	66846720
21	110	5	13369344	66846720
22	14	5	13369344	66846720
22	47	5	13369344	66846720
22	91	5	13369344	66846720
22	97	5	13369344	66846720
22	119	5	13369344	66846720
22	186	5	13369344	66846720
22	195	5	13369344	66846720
22	211	5	13369344	66846720
23	1	5	13369344	66846720
23	38	5	13369344	66846720
23	60	5	13369344	66846720
23	80	5	13369344	66846720
23	218	5	13369344	66846720
24	112	5	13369344	66846720
24	115	5	13369344	66846720
24	143	5	13369344	66846720
24	185	5	13369344	66846720
24	186	5	13369344	66846720
24	188	5	13369344	66846720
25	11	5	13369344	66846720
25	51	5	13369344	66846720
25	64	5	13369344	66846720
25	90	5	13369344	66846720
25	143	5	13369344	66846720
25	162	5	13369344	66846720
25	210	5	13369344	66846720
25	211	5	13369344	66846720
25	217	5	13369344	66846720
25	229	5	13369344	66846720
26	15	5	13369344	66846720
26	24	5	13369344	66846720
26	94	5	13369344	66846720
26	110	5	13369344	66846720
26	159	5	13369344	66846720
26	167	5	13369344	66846720
26	209	5	13369344	66846720
27	26	5	13369344	66846720
27	39	5	13369344	66846720
27	88	5	13369344	66846720
27	142	5	13369344	66846720
27	159	5	13369344	66846720
27	187	5	13369344	66846720
27	244	5	13369344	66846720
28	72	5	13369344	66846720
28	86	5	13369344	66846720
28	127	5	13369344	66846720
28	139	5	13369344	66846720
28	151	5	13369344	66846720
28	152	5	13369344	66846720
28	156	5	13369344	66846720
29	8	5	13369344	66846720
29	19	5	13369344	66846720
29	87	5	13369344	66846720
29	95	5	13369344	66846720
29	117	5	13369344	66846720
29	141	5	13369344	66846720
29	174	5	13369344	66846720
30	52	5	13369344	66846720
30	85	5	13369344	66846720
30	89	5	13369344	66846720
30	93	5	13369344	66846720
30	94	5	13369344	66846720
30	118	5	13369344	66846720
30	160	5	13369344	66846720
30	169	5	13369344	66846720
30	214	5	13369344	66846720
31	47	5	13369344	66846720
31	79	5	13369344	66846720
31	110	5	13369344	66846720
31	126	5	13369344	66846720
31	152	5	13369344	66846720
31	214	5	13369344	66846720
31	248	5	13369344	66846720
31	249	5	13369344	66846720
32	12	5	13369344	66846720
32	61	5	13369344	66846720
32	71	5	13369344	66846720
32	120	5	13369344	66846720
32	131	5	13369344	66846720
32	155	5	13369344	66846720
32	164	5	13369344	66846720
33	21	5	13369344	66846720
33	23	5	13369344	66846720
33	30	5	13369344	66846720
33	68	5	13369344	66846720
33	216	5	13369344	66846720
34	36	5	13369344	66846720
34	39	5	13369344	66846720
34	75	5	13369344	66846720
34	90	5	13369344	66846720
