seq,layer,row,rank,expert_idx,weight,sort_score,logit,bias,topk_tensor,weights_tensor
13422,46,0,5,172,0.148696542,9.33794594,-1.74486101,9.18924904,ffn_moe_topk-46,ffn_moe_weights-46
13423,46,0,6,206,0.123941012,9.32918739,-1.95562768,9.20524597,ffn_moe_topk-46,ffn_moe_weights-46
13424,46,0,7,196,0.0887453258,9.29598618,-2.32905173,9.20724106,ffn_moe_topk-46,ffn_moe_weights-46
13425,47,0,0,87,0.868111193,7.50259256,1.88436031,6.63448143,ffn_moe_topk-47,ffn_moe_weights-47
13426,47,0,1,184,0.729768634,7.3452549,0.993448853,6.61548615,ffn_moe_topk-47,ffn_moe_weights-47
13427,47,0,2,154,0.333548844,6.96302748,-0.692177474,6.62947845,ffn_moe_topk-47,ffn_moe_weights-47
13428,47,0,3,169,0.24423632,6.8777132,-1.12959242,6.63347673,ffn_moe_topk-47,ffn_moe_weights-47
13429,47,0,4,243,0.237286493,6.87176323,-1.16761422,6.63447666,ffn_moe_topk-47,ffn_moe_weights-47
13430,47,0,5,8,0.231471643,6.83795977,-1.20002007,6.60648823,ffn_moe_topk-47,ffn_moe_weights-47
13431,47,0,6,189,0.177544445,6.7870369,-1.53307343,6.6094923,ffn_moe_topk-47,ffn_moe_weights-47
13432,47,0,7,48,0.156350151,6.78083229,-1.68563938,6.62448215,ffn_moe_topk-47,ffn_moe_weights-47
13433,48,0,0,84,0.842926085,10.2960606,1.68016255,9.45313454,ffn_moe_topk-48,ffn_moe_weights-48
13434,48,0,1,250,0.312508315,9.74564648,-0.788418591,9.43313789,ffn_moe_topk-48,ffn_moe_weights-48
13435,48,0,2,48,0.229789674,9.68293571,-1.20949912,9.45314598,ffn_moe_topk-48,ffn_moe_weights-48
13436,48,0,3,58,0.228051648,9.66919041,-1.21934557,9.44113922,ffn_moe_topk-48,ffn_moe_weights-48
13437,48,0,4,130,0.189289466,9.6284256,-1.45463359,9.43913651,ffn_moe_topk-48,ffn_moe_weights-48
13438,48,0,5,238,0.158964172,9.6081028,-1.66595542,9.44913864,ffn_moe_topk-48,ffn_moe_weights-48
13439,48,0,6,241,0.194528237,9.58168411,-1.42085075,9.38715553,ffn_moe_topk-48,ffn_moe_weights-48
13440,48,0,7,7,0.186047137,9.56416798,-1.47590232,9.37812042,ffn_moe_topk-48,ffn_moe_weights-48
13441,49,0,0,41,0.532925308,9.05554295,0.131892085,8.52261734,ffn_moe_topk-49,ffn_moe_weights-49
13442,49,0,1,172,0.273202986,8.80481529,-0.978432178,8.5316124,ffn_moe_topk-49,ffn_moe_weights-49
13443,49,0,2,29,0.21725969,8.7508688,-1.28170753,8.53360939,ffn_moe_topk-49,ffn_moe_weights-49
13444,49,0,3,88,0.199219048,8.72283745,-1.39118242,8.5236187,ffn_moe_topk-49,ffn_moe_weights-49
13445,49,0,4,183,0.199516684,8.66918564,-1.38931775,8.46966934,ffn_moe_topk-49,ffn_moe_weights-49
13446,49,0,5,112,0.145207494,8.65082455,-1.77269506,8.50561714,ffn_moe_topk-49,ffn_moe_weights-49
13447,49,0,6,207,0.149664044,8.6402626,-1.73723841,8.49059868,ffn_moe_topk-49,ffn_moe_weights-49
13448,49,0,7,40,0.101572447,8.61320686,-2.17987394,8.51163483,ffn_moe_topk-49,ffn_moe_weights-49
13449,50,0,0,171,0.974488199,10.3776331,3.64277148,9.40314484,ffn_moe_topk-50,ffn_moe_weights-50
13450,50,0,1,55,0.571185112,9.98031521,0.286687881,9.4091301,ffn_moe_topk-50,ffn_moe_weights-50
13451,50,0,2,164,0.200545028,9.56771946,-1.38289142,9.36717415,ffn_moe_topk-50,ffn_moe_weights-50
13452,50,0,3,10,0.14955692,9.5576973,-1.73808038,9.40814018,ffn_moe_topk-50,ffn_moe_weights-50
13453,50,0,4,6,0.161739781,9.5558815,-1.64533973,9.39414215,ffn_moe_topk-50,ffn_moe_weights-50
13454,50,0,5,127,0.109887987,9.51301765,-2.09188581,9.40312958,ffn_moe_topk-50,ffn_moe_weights-50
13455,50,0,6,188,0.103062153,9.49919891,-2.16365433,9.39613724,ffn_moe_topk-50,ffn_moe_weights-50
13456,50,0,7,151,0.079019323,9.49715424,-2.45574665,9.41813469,ffn_moe_topk-50,ffn_moe_weights-50
13457,51,0,0,190,0.640929937,10.631752,0.579402685,9.99082184,ffn_moe_topk-51,ffn_moe_weights-51
13458,51,0,1,198,0.496225715,10.4900436,-0.0150975585,9.99381828,ffn_moe_topk-51,ffn_moe_weights-51
13459,51,0,2,191,0.240442663,10.2272606,-1.15025401,9.98681831,ffn_moe_topk-51,ffn_moe_weights-51
13460,51,0,3,248,0.167323351,10.1531477,-1.60471725,9.98582458,ffn_moe_topk-51,ffn_moe_weights-51
13461,51,0,4,149,0.153620526,10.1284533,-1.70648241,9.97483253,ffn_moe_topk-51,ffn_moe_weights-51
13462,51,0,5,164,0.144725159,10.1235476,-1.77658653,9.97882271,ffn_moe_topk-51,ffn_moe_weights-51
13463,51,0,6,1,0.11596144,10.1017857,-2.03124285,9.98582458,ffn_moe_topk-51,ffn_moe_weights-51
13464,51,0,7,68,0.145365193,10.0612125,-1.77142513,9.91584778,ffn_moe_topk-51,ffn_moe_weights-51
13465,52,0,0,83,0.812939167,9.83625793,1.46922231,9.02331924,ffn_moe_topk-52,ffn_moe_weights-52
13466,52,0,1,249,0.235652506,9.2829628,-1.17666423,9.04730988,ffn_moe_topk-52,ffn_moe_weights-52
13467,52,0,2,178,0.252187014,9.25752163,-1.08698201,9.00533485,ffn_moe_topk-52,ffn_moe_weights-52
13468,52,0,3,7,0.160368472,9.17672825,-1.65548897,9.01635933,ffn_moe_topk-52,ffn_moe_weights-52
13469,52,0,4,205,0.131009132,9.1763258,-1.89206553,9.0453167,ffn_moe_topk-52,ffn_moe_weights-52
13470,52,0,5,179,0.153841645,9.15819073,-1.70478261,9.00434875,ffn_moe_topk-52,ffn_moe_weights-52
13471,52,0,6,213,0.152267933,9.15057373,-1.716923,8.99830627,ffn_moe_topk-52,ffn_moe_weights-52
13472,52,0,7,120,0.0995763838,9.14789486,-2.2019403,9.04831886,ffn_moe_topk-52,ffn_moe_weights-52
13473,53,0,0,47,0.787810385,9.78816128,1.31177723,9.00035095,ffn_moe_topk-53,ffn_moe_weights-53
13474,53,0,1,237,0.644189239,9.69351864,0.593593657,9.04932976,ffn_moe_topk-53,ffn_moe_weights-53
13475,53,0,2,43,0.494144797,9.54147148,-0.0234220028,9.04732704,ffn_moe_topk-53,ffn_moe_weights-53
13476,53,0,3,140,0.191110462,9.25043678,-1.44281065,9.05932617,ffn_moe_topk-53,ffn_moe_weights-53
13477,53,0,4,112,0.188457131,9.23579979,-1.46006656,9.0473423,ffn_moe_topk-53,ffn_moe_weights-53
13478,53,0,5,99,0.179018229,9.22135544,-1.52301335,9.04233742,ffn_moe_topk-53,ffn_moe_weights-53
13479,53,0,6,51,0.127145335,9.18147278,-1.92643821,9.05432701,ffn_moe_topk-53,ffn_moe_weights-53
13480,53,0,7,61,0.12854144,9.15587521,-1.91391706,9.02733421,ffn_moe_topk-53,ffn_moe_weights-53
13481,54,0,0,236,0.793670475,10.210804,1.34719408,9.41713333,ffn_moe_topk-54,ffn_moe_weights-54
13482,54,0,1,243,0.563402236,9.95454884,0.254981428,9.39114666,ffn_moe_topk-54,ffn_moe_weights-54
13483,54,0,2,176,0.247711882,9.65585232,-1.1108532,9.40814018,ffn_moe_topk-54,ffn_moe_weights-54
13484,54,0,3,69,0.218976662,9.64510727,-1.27163982,9.42613029,ffn_moe_topk-54,ffn_moe_weights-54
13485,54,0,4,47,0.144335687,9.57146549,-1.77973652,9.42712975,ffn_moe_topk-54,ffn_moe_weights-54
13486,54,0,5,73,0.121853963,9.54298115,-1.97498965,9.42112732,ffn_moe_topk-54,ffn_moe_weights-54
13487,54,0,6,82,0.114854954,9.53198433,-2.04208136,9.41712952,ffn_moe_topk-54,ffn_moe_weights-54
13488,54,0,7,224,0.116232581,9.53136158,-2.02860069,9.41512871,ffn_moe_topk-54,ffn_moe_weights-54
13489,55,0,0,64,0.336854964,8.58958721,-0.677341342,8.25273228,ffn_moe_topk-55,ffn_moe_weights-55
13490,55,0,1,81,0.270351768,8.52008057,-0.992838562,8.24972916,ffn_moe_topk-55,ffn_moe_weights-55
13491,55,0,2,45,0.243273601,8.51400089,-1.13481498,8.27072716,ffn_moe_topk-55,ffn_moe_weights-55
13492,55,0,3,154,0.222921699,8.49965286,-1.24872041,8.27673149,ffn_moe_topk-55,ffn_moe_weights-55
13493,55,0,4,66,0.217564628,8.48929882,-1.27991533,8.27173424,ffn_moe_topk-55,ffn_moe_weights-55
13494,55,0,5,48,0.188674197,8.43139172,-1.45864797,8.24271774,ffn_moe_topk-55,ffn_moe_weights-55
13495,55,0,6,237,0.157648548,8.43138409,-1.67582917,8.273736,ffn_moe_topk-55,ffn_moe_weights-55
13496,55,0,7,87,0.20599705,8.424716,-1.34922528,8.21871853,ffn_moe_topk-55,ffn_moe_weights-55
13497,56,0,0,103,0.638289452,10.8180342,0.567947388,10.1797447,ffn_moe_topk-56,ffn_moe_weights-56
13498,56,0,1,115,0.398060888,10.5857992,-0.413551211,10.1877384,ffn_moe_topk-56,ffn_moe_weights-56
13499,56,0,2,138,0.264262587,10.4470053,-1.02393007,10.1827431,ffn_moe_topk-56,ffn_moe_weights-56
13500,56,0,3,122,0.142345384,10.3150921,-1.79594517,10.1727467,ffn_moe_topk-56,ffn_moe_weights-56
13501,56,0,4,114,0.137588724,10.2833385,-1.83546329,10.14575,ffn_moe_topk-56,ffn_moe_weights-56
13502,56,0,5,39,0.103459507,10.2812128,-2.15936303,10.1777534,ffn_moe_topk-56,ffn_moe_weights-56
13503,56,0,6,149,0.0789645836,10.2687016,-2.4564991,10.1897373,ffn_moe_topk-56,ffn_moe_weights-56
13504,56,0,7,113,0.0895302221,10.2662716,-2.31938457,10.1767416,ffn_moe_topk-56,ffn_moe_weights-56
13505,57,0,0,45,0.391741782,11.6578913,-0.439996541,11.2661495,ffn_moe_topk-57,ffn_moe_weights-57
13506,57,0,1,5,0.237982422,11.5181227,-1.16377282,11.2801399,ffn_moe_topk-57,ffn_moe_weights-57
13507,57,0,2,44,0.189963564,11.4781065,-1.45024693,11.2881432,ffn_moe_topk-57,ffn_moe_weights-57
13508,57,0,3,158,0.214072347,11.4762411,-1.3005507,11.2621689,ffn_moe_topk-57,ffn_moe_weights-57
13509,57,0,4,216,0.141896069,11.4070444,-1.7996304,11.2651482,ffn_moe_topk-57,ffn_moe_weights-57
13510,57,0,5,23,0.110624649,11.3947659,-2.08437634,11.2841415,ffn_moe_topk-57,ffn_moe_weights-57
13511,57,0,6,193,0.129605144,11.3867579,-1.90445447,11.2571526,ffn_moe_topk-57,ffn_moe_weights-57
13512,57,0,7,3,0.0923227519,11.3804674,-2.28559828,11.2881451,ffn_moe_topk-57,ffn_moe_weights-57
13513,58,0,0,27,0.807929397,8.53982925,1.43661153,7.73190022,ffn_moe_topk-58,ffn_moe_weights-58
13514,58,0,1,85,0.475877345,8.23976231,-0.0965654254,7.76388454,ffn_moe_topk-58,ffn_moe_weights-58
13515,58,0,2,94,0.168793604,7.91368961,-1.59420156,7.74489594,ffn_moe_topk-58,ffn_moe_weights-58
13516,58,0,3,218,0.168713778,7.90860653,-1.59477043,7.73989296,ffn_moe_topk-58,ffn_moe_weights-58
13517,58,0,4,168,0.123137221,7.88402414,-1.9630512,7.76088715,ffn_moe_topk-58,ffn_moe_weights-58
13518,58,0,5,117,0.151214555,7.87611675,-1.72510672,7.72490215,ffn_moe_topk-58,ffn_moe_weights-58
13519,58,0,6,73,0.145214021,7.86711884,-1.77264237,7.72190475,ffn_moe_topk-58,ffn_moe_weights-58
13520,58,0,7,28,0.0985023156,7.8553915,-2.21397734,7.75688934,ffn_moe_topk-58,ffn_moe_weights-58
13521,59,0,0,42,0.332804561,10.1367464,-0.695527494,9.80394173,ffn_moe_topk-59,ffn_moe_weights-59
13522,59,0,1,87,0.252348393,10.0173092,-1.08612645,9.76496124,ffn_moe_topk-59,ffn_moe_weights-59
13523,59,0,2,184,0.173312292,9.97425365,-1.56233191,9.80094147,ffn_moe_topk-59,ffn_moe_weights-59
13524,59,0,3,5,0.170340449,9.92331982,-1.58321643,9.75297928,ffn_moe_topk-59,ffn_moe_weights-59
13525,59,0,4,171,0.107505858,9.91244888,-2.11647463,9.80494308,ffn_moe_topk-59,ffn_moe_weights-59
13526,59,0,5,12,0.102503955,9.8914423,-2.1697073,9.78893852,ffn_moe_topk-59,ffn_moe_weights-59
13527,59,0,6,52,0.0838326737,9.88877583,-2.39137626,9.80494308,ffn_moe_topk-59,ffn_moe_weights-59
13528,59,0,7,38,0.0903065652,9.88525295,-2.30989742,9.79494667,ffn_moe_topk-59,ffn_moe_weights-59
13529,60,0,0,53,0.890592456,11.3571739,2.09680724,10.4665813,ffn_moe_topk-60,ffn_moe_weights-60
13530,60,0,1,73,0.41608879,10.872674,-0.33885029,10.4565849,ffn_moe_topk-60,ffn_moe_weights-60
13531,60,0,2,164,0.294446707,10.7590332,-0.873884261,10.4645863,ffn_moe_topk-60,ffn_moe_weights-60
13532,60,0,3,9,0.161325336,10.6119118,-1.64839983,10.4505863,ffn_moe_topk-60,ffn_moe_weights-60
13533,60,0,4,107,0.114458956,10.5730467,-2.0459826,10.4585876,ffn_moe_topk-60,ffn_moe_weights-60
13534,60,0,5,246,0.0971578881,10.5547514,-2.22921038,10.4575939,ffn_moe_topk-60,ffn_moe_weights-60
13535,60,0,6,23,0.11353305,10.5161552,-2.05515003,10.4026222,ffn_moe_topk-60,ffn_moe_weights-60
13536,60,0,7,96,0.0454470478,10.5140276,-3.04469538,10.4685802,ffn_moe_topk-60,ffn_moe_weights-60
13537,61,0,0,56,0.369144499,11.9491425,-0.535888672,11.579998,ffn_moe_topk-61,ffn_moe_weights-61
13538,61,0,1,168,0.253112584,11.8221188,-1.08208001,11.569006,ffn_moe_topk-61,ffn_moe_weights-61
13539,61,0,2,147,0.132377461,11.7133846,-1.8800993,11.581007,ffn_moe_topk-61,ffn_moe_weights-61
13540,61,0,3,170,0.127578944,11.7075787,-1.92253685,11.5799999,ffn_moe_topk-61,ffn_moe_weights-61
13541,61,0,4,181,0.110512242,11.7065048,-2.08551931,11.595993,ffn_moe_topk-61,ffn_moe_weights-61
13542,61,0,5,185,0.0992670506,11.6942587,-2.20539522,11.5949917,ffn_moe_topk-61,ffn_moe_weights-61
13543,61,0,6,202,0.10904403,11.6880732,-2.10054326,11.5790291,ffn_moe_topk-61,ffn_moe_weights-61
13544,61,0,7,90,0.086377643,11.6783752,-2.35868835,11.5919971,ffn_moe_topk-61,ffn_moe_weights-61
13545,62,0,0,41,0.232116744,9.89619827,-1.1963973,9.66408157,ffn_moe_topk-62,ffn_moe_weights-62
13546,62,0,1,234,0.152823001,9.84090328,-1.71262932,9.68807983,ffn_moe_topk-62,ffn_moe_weights-62
13547,62,0,2,14,0.174468577,9.83952522,-1.55428267,9.66505623,ffn_moe_topk-62,ffn_moe_weights-62
13548,62,0,3,149,0.14820911,9.8292799,-1.74871683,9.68107033,ffn_moe_topk-62,ffn_moe_weights-62
13549,62,0,4,110,0.0999894366,9.79305744,-2.19734192,9.69306755,ffn_moe_topk-62,ffn_moe_weights-62
13550,62,0,5,87,0.099352181,9.7914238,-2.20444345,9.69207191,ffn_moe_topk-62,ffn_moe_weights-62
13551,62,0,6,143,0.0859974474,9.77506924,-2.36351585,9.68907166,ffn_moe_topk-62,ffn_moe_weights-62
13552,62,0,7,62,0.0778282136,9.76290226,-2.47222757,9.68507385,ffn_moe_topk-62,ffn_moe_weights-62
13553,63,0,0,175,0.642467201,13.8606949,0.586088717,13.2182274,ffn_moe_topk-63,ffn_moe_weights-63
13554,63,0,1,70,0.421968877,13.6961708,-0.314696103,13.2742023,ffn_moe_topk-63,ffn_moe_weights-63
13555,63,0,2,254,0.326185644,13.6123772,-0.725488007,13.2861919,ffn_moe_topk-63,ffn_moe_weights-63
13556,63,0,3,34,0.166309595,13.4474964,-1.61201096,13.2811871,ffn_moe_topk-63,ffn_moe_weights-63
13557,63,0,4,35,0.167669609,13.4458637,-1.60223389,13.2781944,ffn_moe_topk-63,ffn_moe_weights-63
13558,63,0,5,206,0.152876049,13.4340668,-1.7122196,13.2811909,ffn_moe_topk-63,ffn_moe_weights-63
13559,63,0,6,226,0.123300374,13.4034939,-1.96154094,13.2801933,ffn_moe_topk-63,ffn_moe_weights-63
13560,63,0,7,110,0.0764901489,13.3576794,-2.49101949,13.281189,ffn_moe_topk-63,ffn_moe_weights-63
13561,64,0,0,124,0.799147785,12.0803461,1.38097668,11.2811985,ffn_moe_topk-64,ffn_moe_weights-64
13562,64,0,1,183,0.206670567,11.5058765,-1.34511256,11.2992058,ffn_moe_topk-64,ffn_moe_weights-64
13563,64,0,2,167,0.150492713,11.43468,-1.73074198,11.2841873,ffn_moe_topk-64,ffn_moe_weights-64
13564,64,0,3,84,0.1386915,11.4328909,-1.82620072,11.294199,ffn_moe_topk-64,ffn_moe_weights-64
13565,64,0,4,148,0.135038361,11.4272156,-1.85712624,11.2921772,ffn_moe_topk-64,ffn_moe_weights-64
13566,64,0,5,63,0.111813881,11.4229994,-2.07234573,11.3111858,ffn_moe_topk-64,ffn_moe_weights-64
13567,64,0,6,87,0.0906454995,11.3978395,-2.30577874,11.3071938,ffn_moe_topk-64,ffn_moe_weights-64
13568,64,0,7,5,0.0947955027,11.3909893,-2.25643897,11.2961941,ffn_moe_topk-64,ffn_moe_weights-64
13569,65,0,0,107,0.327614903,13.6247358,-0.718992412,13.297121,ffn_moe_topk-65,ffn_moe_weights-65
13570,65,0,1,94,0.346817404,13.6159353,-0.63305831,13.2691183,ffn_moe_topk-65,ffn_moe_weights-65
13571,65,0,2,12,0.322221845,13.5853443,-0.743579745,13.2631226,ffn_moe_topk-65,ffn_moe_weights-65
13572,65,0,3,132,0.259529263,13.4206867,-1.04841661,13.1611576,ffn_moe_topk-65,ffn_moe_weights-65
13573,65,0,4,32,0.094961904,13.3990774,-2.25450134,13.3041153,ffn_moe_topk-65,ffn_moe_weights-65
13574,65,0,5,212,0.0985709578,13.3916922,-2.21320462,13.2931213,ffn_moe_topk-65,ffn_moe_weights-65
13575,65,0,6,36,0.127553195,13.3876562,-1.92276835,13.2601032,ffn_moe_topk-65,ffn_moe_weights-65
13576,65,0,7,203,0.0830526501,13.3821669,-2.40157533,13.2991142,ffn_moe_topk-65,ffn_moe_weights-65
13577,66,0,0,92,0.752475858,13.0791016,1.11186075,12.3266258,ffn_moe_topk-66,ffn_moe_weights-66
13578,66,0,1,248,0.553259432,12.9798689,0.213849038,12.426609,ffn_moe_topk-66,ffn_moe_weights-66
13579,66,0,2,205,0.297260135,12.6928921,-0.860379159,12.3956318,ffn_moe_topk-66,ffn_moe_weights-66
13580,66,0,3,127,0.18814078,12.6167469,-1.46213651,12.428606,ffn_moe_topk-66,ffn_moe_weights-66
13581,66,0,4,157,0.144353777,12.5699635,-1.77958989,12.4256096,ffn_moe_topk-66,ffn_moe_weights-66
13582,66,0,5,135,0.14002277,12.5666342,-1.81510091,12.4266109,ffn_moe_topk-66,ffn_moe_weights-66
13583,66,0,6,85,0.117982276,12.5236216,-2.01167774,12.4056396,ffn_moe_topk-66,ffn_moe_weights-66
13584,66,0,7,6,0.0610119067,12.4906178,-2.73373389,12.4296055,ffn_moe_topk-66,ffn_moe_weights-66
13585,67,0,0,92,0.827950716,13.9021177,1.57117295,13.0741673,ffn_moe_topk-67,ffn_moe_weights-67
13586,67,0,1,69,0.627846718,13.6960287,0.522989988,13.068182,ffn_moe_topk-67,ffn_moe_weights-67
13587,67,0,2,229,0.449363202,13.5075388,-0.203243852,13.058176,ffn_moe_topk-67,ffn_moe_weights-67
13588,67,0,3,147,0.378940254,13.4521065,-0.494048774,13.0731659,ffn_moe_topk-67,ffn_moe_weights-67
13589,67,0,4,215,0.222341016,13.2485018,-1.25207579,13.0261612,ffn_moe_topk-67,ffn_moe_weights-67
13590,67,0,5,124,0.154819667,13.2140045,-1.69728899,13.059185,ffn_moe_topk-67,ffn_moe_weights-67
13591,67,0,6,182,0.134310335,13.2094793,-1.86337352,13.0751686,ffn_moe_topk-67,ffn_moe_weights-67
13592,67,0,7,97,0.109779149,13.1759491,-2.09299898,13.0661697,ffn_moe_topk-67,ffn_moe_weights-67
13593,68,0,0,59,0.839784503,13.7479935,1.65662551,12.9082088,ffn_moe_topk-68,ffn_moe_weights-68
13594,68,0,1,154,0.516274393,13.4875116,0.0651205778,12.9712372,ffn_moe_topk-68,ffn_moe_weights-68
13595,68,0,2,45,0.188928545,13.1182232,-1.45698726,12.9292946,ffn_moe_topk-68,ffn_moe_weights-68
13596,68,0,3,169,0.0868825912,13.0601225,-2.35230684,12.9732399,ffn_moe_topk-68,ffn_moe_weights-68
13597,68,0,4,230,0.0686658844,13.0449133,-2.60736561,12.9762478,ffn_moe_topk-68,ffn_moe_weights-68
13598,68,0,5,218,0.0566804893,13.0409107,-2.811975,12.98423,ffn_moe_topk-68,ffn_moe_weights-68
13599,68,0,6,111,0.0867176056,13.0339642,-2.35438824,12.9472466,ffn_moe_topk-68,ffn_moe_weights-68
13600,68,0,7,250,0.0517745391,13.032011,-2.90769386,12.9802361,ffn_moe_topk-68,ffn_moe_weights-68
13601,69,0,0,215,0.303043038,15.2172661,-0.832848787,14.9142227,ffn_moe_topk-69,ffn_moe_weights-69
13602,69,0,1,151,0.16212672,15.1203136,-1.64248848,14.9581871,ffn_moe_topk-69,ffn_moe_weights-69
13603,69,0,2,179,0.135524988,15.0887146,-1.85296643,14.9531898,ffn_moe_topk-69,ffn_moe_weights-69
13604,69,0,3,92,0.136472851,15.0816612,-1.84489965,14.9451885,ffn_moe_topk-69,ffn_moe_weights-69
13605,69,0,4,122,0.130862758,15.0750656,-1.89335203,14.9442024,ffn_moe_topk-69,ffn_moe_weights-69
13606,69,0,5,38,0.113572739,15.0737591,-2.05475569,14.960186,ffn_moe_topk-69,ffn_moe_weights-69
13607,69,0,6,56,0.126353994,15.0685253,-1.93358779,14.9421711,ffn_moe_topk-69,ffn_moe_weights-69
13608,69,0,7,181,0.0877015218,15.0408897,-2.3420279,14.9531879,ffn_moe_topk-69,ffn_moe_weights-69
13609,70,0,0,55,0.474101514,16.5126801,-0.10368675,16.038578,ffn_moe_topk-70,ffn_moe_weights-70
13610,70,0,1,35,0.361447632,16.4030266,-0.569086671,16.0415783,ffn_moe_topk-70,ffn_moe_weights-70
13611,70,0,2,64,0.320521444,16.3610916,-0.75137639,16.0405693,ffn_moe_topk-70,ffn_moe_weights-70
13612,70,0,3,183,0.203632697,16.2302322,-1.36374259,16.0265999,ffn_moe_topk-70,ffn_moe_weights-70
13613,70,0,4,84,0.125492945,16.1640759,-1.94141078,16.0385838,ffn_moe_topk-70,ffn_moe_weights-70
13614,70,0,5,34,0.119294465,16.1568909,-1.99912834,16.0375957,ffn_moe_topk-70,ffn_moe_weights-70
13615,70,0,6,231,0.110440694,16.1380329,-2.08624744,16.0275917,ffn_moe_topk-70,ffn_moe_weights-70
13616,70,0,7,137,0.0758632272,16.1254292,-2.499928,16.0495663,ffn_moe_topk-70,ffn_moe_weights-70
13617,71,0,0,37,0.870781839,15.6800795,1.90788913,14.8092976,ffn_moe_topk-71,ffn_moe_weights-71
13618,71,0,1,178,0.378659785,15.17097,-0.49524048,14.7923098,ffn_moe_topk-71,ffn_moe_weights-71
13619,71,0,2,26,0.306503981,15.110816,-0.81651473,14.8043118,ffn_moe_topk-71,ffn_moe_weights-71
13620,71,0,3,61,0.143260315,14.9425764,-1.78847075,14.7993164,ffn_moe_topk-71,ffn_moe_weights-71
13621,71,0,4,180,0.0877640098,14.9060698,-2.34124732,14.818306,ffn_moe_topk-71,ffn_moe_weights-71
13622,71,0,5,60,0.0944852829,14.8997965,-2.26005936,14.8053112,ffn_moe_topk-71,ffn_moe_weights-71
13623,71,0,6,155,0.123527348,14.8928223,-1.95944285,14.7692947,ffn_moe_topk-71,ffn_moe_weights-71
13624,71,0,7,246,0.0696396455,14.8599548,-2.59223795,14.7903156,ffn_moe_topk-71,ffn_moe_weights-71
13625,72,0,0,53,0.8702268,18.3226337,1.90296543,17.4524078,ffn_moe_topk-72,ffn_moe_weights-72
13626,72,0,1,214,0.604672849,17.9761257,0.424973875,17.3714523,ffn_moe_topk-72,ffn_moe_weights-72
13627,72,0,2,251,0.124722697,17.5651379,-1.94844782,17.4404144,ffn_moe_topk-72,ffn_moe_weights-72
13628,72,0,3,154,0.145482555,17.5569134,-1.77048087,17.4114304,ffn_moe_topk-72,ffn_moe_weights-72
13629,72,0,4,50,0.127009869,17.5464363,-1.92765951,17.419426,ffn_moe_topk-72,ffn_moe_weights-72
13630,72,0,5,80,0.0879896507,17.5443954,-2.33843207,17.4564056,ffn_moe_topk-72,ffn_moe_weights-72
13631,72,0,6,147,0.116195567,17.518631,-2.02896118,17.4024353,ffn_moe_topk-72,ffn_moe_weights-72
13632,72,0,7,205,0.0471190512,17.5105209,-3.00681257,17.4634018,ffn_moe_topk-72,ffn_moe_weights-72
13633,73,0,0,75,0.805576086,20.8645515,1.4215169,20.0589752,ffn_moe_topk-73,ffn_moe_weights-73
13634,73,0,1,191,0.386247069,20.483202,-0.463115156,20.0969543,ffn_moe_topk-73,ffn_moe_weights-73
13635,73,0,2,220,0.32147482,20.3514652,-0.747002363,20.0299911,ffn_moe_topk-73,ffn_moe_weights-73
13636,73,0,3,187,0.149706855,20.279644,-1.73690212,20.1299362,ffn_moe_topk-73,ffn_moe_weights-73
13637,73,0,4,189,0.105327405,20.2382622,-2.13938427,20.1329346,ffn_moe_topk-73,ffn_moe_weights-73
13638,73,0,5,214,0.0927209035,20.2276535,-2.28085613,20.1349335,ffn_moe_topk-73,ffn_moe_weights-73
13639,73,0,6,118,0.0743504614,20.2182789,-2.52170587,20.1439285,ffn_moe_topk-73,ffn_moe_weights-73
13640,73,0,7,9,0.0748728439,20.217802,-2.51413989,20.1429291,ffn_moe_topk-73,ffn_moe_weights-73
13641,74,0,0,137,0.301525027,13.8545513,-0.840046346,13.5530262,ffn_moe_topk-74,ffn_moe_weights-74
13642,74,0,1,253,0.268246382,13.8512793,-1.00353801,13.5830326,ffn_moe_topk-74,ffn_moe_weights-74
13643,74,0,2,113,0.24235478,13.8243799,-1.13981247,13.5820255,ffn_moe_topk-74,ffn_moe_weights-74
13644,74,0,3,7,0.251273483,13.7672834,-1.09183192,13.5160103,ffn_moe_topk-74,ffn_moe_weights-74
13645,74,0,4,4,0.173934445,13.7559595,-1.55799568,13.5820255,ffn_moe_topk-74,ffn_moe_weights-74
13646,74,0,5,104,0.167295724,13.7533169,-1.60491562,13.5860214,ffn_moe_topk-74,ffn_moe_weights-74
13647,74,0,6,21,0.162169918,13.7422113,-1.64217067,13.5800419,ffn_moe_topk-74,ffn_moe_weights-74
13648,74,0,7,184,0.115520589,13.6805668,-2.03555036,13.5650463,ffn_moe_topk-74,ffn_moe_weights-74
13649,75,0,0,11,0.304777473,14.9402866,-0.824650049,14.6355095,ffn_moe_topk-75,ffn_moe_weights-75
13650,75,0,1,4,0.272007853,14.9105101,-0.984459281,14.6385021,ffn_moe_topk-75,ffn_moe_weights-75
13651,75,0,2,246,0.25238958,14.8708992,-1.08590817,14.6185093,ffn_moe_topk-75,ffn_moe_weights-75
13652,75,0,3,69,0.141451359,14.7869549,-1.80328751,14.645504,ffn_moe_topk-75,ffn_moe_weights-75
13653,75,0,4,42,0.124901354,14.7614126,-1.94681227,14.6365108,ffn_moe_topk-75,ffn_moe_weights-75
