seq,t_ms,op,tensor,expert_idx,expert_bytes,cache_hit,pack_hit,ram_hit,copy_ms
128,263.818,cpu_gate_route,blk.3.ffn_gate_exps.weight,166,4030464,0,0,0,0.000
129,263.818,cpu_up_route,blk.3.ffn_up_exps.weight,233,4030464,0,0,0,0.000
130,263.825,cpu_gate_route,blk.3.ffn_gate_exps.weight,233,4030464,0,0,0,0.000
131,263.826,cpu_up_route,blk.3.ffn_up_exps.weight,15,4030464,0,0,0,0.000
132,263.826,cpu_gate_route,blk.3.ffn_gate_exps.weight,15,4030464,0,0,0,0.000
133,263.826,cpu_up_route,blk.3.ffn_up_exps.weight,174,4030464,0,0,0,0.000
134,263.826,cpu_gate_route,blk.3.ffn_gate_exps.weight,174,4030464,0,0,0,0.000
135,263.826,cpu_up_route,blk.3.ffn_up_exps.weight,11,4030464,0,0,0,0.000
136,263.826,cpu_gate_route,blk.3.ffn_gate_exps.weight,11,4030464,0,0,0,0.000
137,263.826,cpu_up_route,blk.3.ffn_up_exps.weight,163,4030464,0,0,0,0.000
138,263.826,cpu_gate_route,blk.3.ffn_gate_exps.weight,163,4030464,0,0,0,0.000
139,263.826,cpu_up_route,blk.3.ffn_up_exps.weight,41,4030464,0,0,0,0.000
140,263.826,cpu_gate_route,blk.3.ffn_gate_exps.weight,41,4030464,0,0,0,0.000
141,263.826,cpu_up_route,blk.3.ffn_up_exps.weight,26,4030464,0,0,0,0.000
142,263.826,cpu_gate_route,blk.3.ffn_gate_exps.weight,26,4030464,0,0,0,0.000
143,263.826,cpu_up_route,blk.3.ffn_up_exps.weight,166,4030464,0,0,0,0.000
144,263.826,cpu_gate_route,blk.3.ffn_gate_exps.weight,166,4030464,0,0,0,0.000
145,263.826,cpu_up_route,blk.3.ffn_up_exps.weight,233,4030464,0,0,0,0.000
146,263.827,cpu_gate_route,blk.3.ffn_gate_exps.weight,233,4030464,0,0,0,0.000
147,263.827,cpu_up_route,blk.3.ffn_up_exps.weight,15,4030464,0,0,0,0.000
148,263.827,cpu_gate_route,blk.3.ffn_gate_exps.weight,15,4030464,0,0,0,0.000
149,263.827,cpu_up_route,blk.3.ffn_up_exps.weight,174,4030464,0,0,0,0.000
150,263.827,cpu_gate_route,blk.3.ffn_gate_exps.weight,174,4030464,0,0,0,0.000
151,263.827,cpu_up_route,blk.3.ffn_up_exps.weight,11,4030464,0,0,0,0.000
152,263.827,cpu_gate_route,blk.3.ffn_gate_exps.weight,11,4030464,0,0,0,0.000
153,263.827,cpu_up_route,blk.3.ffn_up_exps.weight,163,4030464,0,0,0,0.000
154,263.827,cpu_gate_route,blk.3.ffn_gate_exps.weight,163,4030464,0,0,0,0.000
155,263.828,cpu_up_route,blk.3.ffn_up_exps.weight,41,4030464,0,0,0,0.000
156,263.828,cpu_gate_route,blk.3.ffn_gate_exps.weight,41,4030464,0,0,0,0.000
157,263.828,cpu_up_route,blk.3.ffn_up_exps.weight,26,4030464,0,0,0,0.000
158,263.828,cpu_gate_route,blk.3.ffn_gate_exps.weight,26,4030464,0,0,0,0.000
159,263.828,cpu_up_route,blk.3.ffn_up_exps.weight,166,4030464,0,0,0,0.000
160,263.828,cpu_gate_route,blk.3.ffn_gate_exps.weight,166,4030464,0,0,0,0.000
161,263.828,cpu_up_route,blk.3.ffn_up_exps.weight,233,4030464,0,0,0,0.000
162,263.828,cpu_gate_route,blk.3.ffn_gate_exps.weight,233,4030464,0,0,0,0.000
163,263.828,cpu_up_route,blk.3.ffn_up_exps.weight,15,4030464,0,0,0,0.000
164,263.828,cpu_gate_route,blk.3.ffn_gate_exps.weight,15,4030464,0,0,0,0.000
165,263.828,cpu_up_route,blk.3.ffn_up_exps.weight,174,4030464,0,0,0,0.000
166,263.828,cpu_gate_route,blk.3.ffn_gate_exps.weight,174,4030464,0,0,0,0.000
167,263.829,cpu_up_route,blk.3.ffn_up_exps.weight,11,4030464,0,0,0,0.000
168,263.829,cpu_gate_route,blk.3.ffn_gate_exps.weight,11,4030464,0,0,0,0.000
169,263.829,cpu_up_route,blk.3.ffn_up_exps.weight,163,4030464,0,0,0,0.000
170,263.829,cpu_gate_route,blk.3.ffn_gate_exps.weight,163,4030464,0,0,0,0.000
171,263.829,cpu_up_route,blk.3.ffn_up_exps.weight,41,4030464,0,0,0,0.000
172,263.829,cpu_gate_route,blk.3.ffn_gate_exps.weight,41,4030464,0,0,0,0.000
173,263.829,cpu_up_route,blk.3.ffn_up_exps.weight,26,4030464,0,0,0,0.000
174,263.829,cpu_gate_route,blk.3.ffn_gate_exps.weight,26,4030464,0,0,0,0.000
175,263.829,cpu_up_route,blk.3.ffn_up_exps.weight,166,4030464,0,0,0,0.000
176,263.829,cpu_gate_route,blk.3.ffn_gate_exps.weight,166,4030464,0,0,0,0.000
177,263.829,cpu_up_route,blk.3.ffn_up_exps.weight,233,4030464,0,0,0,0.000
178,263.829,cpu_gate_route,blk.3.ffn_gate_exps.weight,233,4030464,0,0,0,0.000
179,263.829,cpu_up_route,blk.3.ffn_up_exps.weight,15,4030464,0,0,0,0.000
180,263.830,cpu_gate_route,blk.3.ffn_gate_exps.weight,15,4030464,0,0,0,0.000
181,263.830,cpu_up_route,blk.3.ffn_up_exps.weight,174,4030464,0,0,0,0.000
